step,inlet_flux,outlet_flux,flux_imbalance_abs,flux_imbalance_rel
0,0.0,0.0,0.0,0.0
5,56.96773392801815,0.004069870168518503,56.96366405784963,0.9999285583278832
10,41.22193929485634,0.042685767125833586,41.17925352773051,0.9989644891080813
15,43.98167049456539,0.15380877713833935,43.827861717427055,0.996502889148848
20,44.06594790850643,0.36157447643750296,43.70437343206893,0.9917946965037894
25,43.58145830855584,0.6803624710661054,42.901095837489734,0.9843887171868102
30,43.86498383682296,1.1141314324787264,42.75085240434423,0.9746008926704891
35,43.73323076438788,1.6564772118014666,42.07675355258642,0.9621231456526569
40,43.78787693502939,2.2921392724950422,41.495737662534346,0.9476535645723125
45,43.76855509110885,2.998284995601351,40.7702700955075,0.9314968248469682
50,43.782274916113494,3.74655922688172,40.03571568923177,0.9144274884285912
55,43.77759136299869,4.505275313643743,39.27231604935495,0.897087181515161
60,43.78601089387594,5.241565854419349,38.54444503945659,0.8802913134260318
65,43.783723422166375,5.923654925535941,37.86006849663043,0.8647064602427811
70,43.79040992051209,6.5266844172565825,37.26372550325551,0.8509563068922225
75,43.78933998031295,7.273615458207638,36.515724522105316,0.8338952936610201
80,43.794907840390955,12.739131198397125,31.05577664199383,0.7091184380425127
85,43.794463375296104,39.17993796910662,4.614525406189486,0.10536778054900156
90,43.799240342971515,50.74387999481486,6.944639651843346,0.13685669390186495
95,43.797189042938555,52.39284997906374,8.595660936125185,0.16406171719156382
100,43.79262977229338,63.3845383509112,19.59190857861782,0.30909602070701475
105,43.776771611683074,71.58424810108791,27.807476489404834,0.388458036887339
110,43.75654142572648,80.86172306217064,37.10518163644416,0.4588720130031831
115,43.72473734519461,89.46184168427192,45.737104339077305,0.5112470688955003
120,43.68892234634582,97.25914904323679,53.57022669689097,0.5507988423081535
125,43.6436814962428,103.89105227776602,60.24737078152322,0.5799091400137537
130,43.5970253570123,109.07414043664797,65.47711507963567,0.6002991618133892
135,43.54464823794513,112.65118907209467,69.10654083414954,0.6134559377790734
140,43.494808659205916,114.55405326653718,71.05924460733127,0.6203119189680271
145,43.44353149400969,114.74765290552656,71.30412141151687,0.6213993890595968
150,43.39904808196493,113.27196383211606,69.87291575015112,0.6168597540492189
155,43.356710721246756,110.22379653758166,66.8670858163349,0.6066483637545188
160,43.32652319441738,105.75166524521345,62.42514205079606,0.5902993764310634
165,43.40404880288423,100.05721105257786,56.65316224969362,0.566207689118215
170,43.96218303452727,93.39404947723528,49.431866442708014,0.5292828260408281
175,43.97390569237099,86.04600284410542,42.072097151734425,0.4889488850279182
180,42.68376580951726,78.32546935488374,35.641703545366475,0.4550461534277949
185,42.44158867640441,70.59764905217025,28.156060375765847,0.3988243341496978
190,41.98255274959139,63.2335483518882,21.25099560229681,0.33607153411725693
195,41.280538010794714,56.59669452710372,15.316156516309007,0.27061927634261784
200,40.808389913923484,51.00883558931479,10.200445675391308,0.1999740938514596
205,40.271130779492026,46.73125412394157,6.460123344449542,0.13823988817667665
210,39.801937134107064,43.941014804462256,4.139077670355192,0.09419622393279056
215,39.39493954209546,42.71752650249411,3.3225869603986524,0.0777804154977152
220,39.062695864418814,43.039572724382964,3.9768768599641504,0.09240047259370568
225,38.81560243265793,44.79379082689665,5.978188394238714,0.1334602024941609
230,38.677094645348504,47.81835837355028,9.141263728201778,0.19116640635781582
235,38.648650951142514,52.067642881865794,13.41899193072328,0.25772228562696986
240,38.75492453344925,57.86733730214789,19.11241276869864,0.3302798030762206
245,38.9918441580501,65.1355019033447,26.143657745294604,0.40137339824431645
250,39.37161663484822,71.10112651184923,31.729509877001007,0.44625889115432205
