step,rho_min,rho_max,rho_mean,mass_total,mass_total_delta_from_initial,mass_total_delta_rel,inlet_mean_ux,outlet_mean_ux,midplane_mean_ux,inlet_flux,outlet_flux,flux_imbalance_abs,flux_imbalance_rel,max_v,mach_proxy_observed
0,1.0,1.0,1.0,101568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.9999859929084778,1.0019539594650269,1.0000660139638942,101574.70490628481,6.7049062848091125,6.60139638942296e-05,0.0010956484220995936,8.991462389544835e-06,0.0,2.3227934073551646,0.019025669005309866,2.3037677383498547,0.9918091428428095,0.0011152909744852934,0.0019317406330315325
10,0.9998377561569214,1.004794716835022,1.0002699355144704,101595.41681033373,27.41681033372879,0.00026993551447039213,0.0023869214507281104,9.48433656054177e-05,0.0,5.071840796337953,0.20065606092139399,4.871184735416559,0.9604372319678736,0.0025103566516046613,0.004348065265697756
15,0.9994869828224182,1.0070195198059082,1.0005747052291014,101626.37166070938,58.3716607093811,0.0005747052291014995,0.0035015519787398976,0.00029427857997137104,0.0,7.454887642922156,0.6223755044286563,6.8325121384935,0.9165144353289411,0.003710749386146592,0.006427206470960921
20,0.9989885687828064,1.0094428062438965,1.000977278005733,101667.2601724863,99.26017248630524,0.0009772780057331564,0.004697099135702719,0.000577707259114396,0.0,10.021465261948961,1.221197131309742,8.80026813063922,0.8781418585616845,0.004995423008876843,0.008652326456673288
25,0.998376727104187,1.0118571519851685,1.001470508461756,101717.35660344362,149.3566034436226,0.0014705084617558934,0.005865870747849036,0.0009251691081687906,0.0,12.541118565600318,1.9544910861645812,10.586627479435737,0.8441533683027561,0.00627966479031822,0.010876698471332517
30,0.9976786375045776,1.0142618417739868,1.0020488696847705,101776.09959614277,208.09959614276886,0.0020488696847704873,0.007040817203178002,0.0013210620067999144,2.7602539695628684e-08,15.084711285883031,2.7888982921488545,12.295812993734177,0.8151175558289383,0.007679078986024745,0.013300554959129357
35,0.9969157576560974,1.0166847705841064,1.002709197612255,101843.16778308153,275.1677830815315,0.0027091976122551546,0.00821530404443446,0.0017532154738142496,8.213993527996624e-07,17.638029338234343,3.6983939688628995,13.939635369371445,0.7903170531162567,0.009086753332276732,0.0157387184473491
40,0.9961031675338745,1.0191066265106201,1.0034487774435996,101918.28542739153,350.2854273915291,0.0034487774435996484,0.009389343457155648,0.0022129707080435312,4.705832313640458e-05,20.201154858950908,4.664444782831384,15.536710076119522,0.7691000927719426,0.010494535059246276,0.018177067924427408
45,0.9952523708343506,1.0215330123901367,1.0042658777274873,102001.27666902542,433.27666902542114,0.004265877727487212,0.010563587283078293,0.002693893813907956,0.0005839562755133534,22.775590661042962,5.6732785651172355,17.102312095925726,0.7509053157149849,0.011901630480992248,0.02061422868598899
