check,error,file_exists,forbidden_call_count,found_calls,pass,path
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/runtime_geometry_api_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/runtime_geometry_config_schema_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/runtime_geometry_driver_gate_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/runtime_geometry_state_guard_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/runtime_geometry_output_policy_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/runtime_geometry_readiness_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/step72_no_simulation_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/step72_regression_guard.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/step72_common.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step72_runtime_geometry_api_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step72_runtime_geometry_config_schema_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step72_runtime_geometry_driver_gate_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step72_runtime_geometry_state_guard_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step72_runtime_geometry_output_policy_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step72_runtime_geometry_readiness_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step72_no_simulation_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step72_step71_regression_guard.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step72_artifact_manifest.py
