metric,value
artifact_budget_pass,True
output_guard_pass,True
pass_count,42
private_absolute_path_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
row_count,42
step84_dense_displacement_output_count,0
step84_dense_wall_velocity_output_count,0
step84_displaced_particle_output_count,0
step84_forbidden_file_count,0
step84_large_file_count,0
step84_optional_driver_run_dir_count,0
step84_particle_npy_count,0
step84_raw_geometry_output_count,0
step84_required_driver_run_dir_count,1
step84_sparse_wall_velocity_output_count,0
step84_total_size_bytes,667140
step84_total_size_mb,0.6362342834472656
step84_vtr_count,0
