metric,value
pass_count,4
row_count,4
source_artifact_paths,"[""outputs/step62_step61_regression_guard/step61_regression_guard.json"", ""outputs/step62_artifact_manifest/artifact_summary.json"", ""outputs/step62_report_consistency_guard/report_consistency_guard.json"", """"]"
step62_regression_guard_pass,True
step63_67_regression_guard_pass,True
volatile_size_snapshot_embedded,False
