step,rho_min,rho_max,rho_mean,mass_total,mass_total_delta_from_initial,mass_total_delta_rel
0,1.0,1.0,1.0,101568.0,0.0,0.0
25,0.9993318319320679,1.055232286453247,1.0107330724775379,102658.13670539856,1090.1367053985596,0.010733072477537802
50,0.9994105696678162,1.0531798601150513,1.0213430434824557,103735.77024042606,2167.7702404260635,0.02134304348245573
75,0.999444842338562,1.0513062477111816,1.0319405269035018,104812.13543653488,3244.1354365348816,0.03194052690350191
100,0.984397828578949,1.0401675701141357,1.0280451536572948,104416.49016666412,2848.4901666641235,0.028045153657294854
125,0.9911768436431885,1.0406545400619507,1.0189419470342473,103491.89567637444,1923.8956763744354,0.018941947034247356
150,0.9942103624343872,1.040778398513794,1.0096669242011351,102549.8501572609,981.8501572608948,0.009666924201135149
175,0.974378764629364,1.0064127445220947,0.9996300322785927,101530.4231184721,-37.576881527900696,-0.00036996772140733986
200,0.9628312587738037,1.0019866228103638,0.9897884327299756,100530.83153551817,-1037.1684644818306,-0.010211567270024325
225,0.9626253247261047,1.000794768333435,0.9799398295311392,99530.52860581875,-2037.4713941812515,-0.02006017046886078
250,0.9634192585945129,0.9997296333312988,0.9729063921774108,98816.15644067526,-2751.8435593247414,-0.027093607822589214
