step,total_mpm_substeps,coupling_mode,rho_min,rho_max,lbm_max_v,fluid_mean_ux,projection_zone_fluid_mean_ux,far_field_fluid_mean_ux,solid_mean_vx_norm,mpm_min_J,mpm_max_speed,projected_mass,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count,bb_max_correction,active_reaction_particle_count,max_grid_reaction_norm,elapsed_seconds
0,0,moving_boundary,1.0,1.0,0.0,0.0,0.0,0.0,0.026041198521852493,1.0,0.02604166604578495,0.0,0,0.0,0.0,0,0.0,0,0.0,5.027817700000014
10,100,moving_boundary,0.9840657114982605,1.017020344734192,0.008774805814027786,0.0002647152286954224,0.00026861141668632627,0.0001658134424360469,0.026077039539813995,0.9993808269500732,0.028837693855166435,0.09944116324186325,14151,0.0,0.417786568403244,37206,0.0018311503808945417,4096,4.20637570641702e-06,142.6541441999725
