candidate_id,geometry_type,reaction_transfer_mode,row_count,post_step_positive_rows,hydro_force_max_norm_min,hydro_force_max_norm_max,hydro_force_max_norm_final,max_grid_reaction_norm_min,max_grid_reaction_norm_max,max_grid_reaction_norm_final,active_reaction_particle_count_min,active_reaction_particle_count_max,bb_link_count_min,bb_link_count_max,bb_max_correction_max,finite_pass,diagnostic_pass
real_candidate_smoke_mesh,mesh,engineering,11,10,0.4164714515209198,0.4173511266708374,0.4164714515209198,4.216282377456082e-06,4.2173896872554906e-06,4.216282377456082e-06,4096,4096,498554,498714,0.0010543565731495619,True,True
real_candidate_smoke_mesh,mesh,link_area_experimental,11,10,0.4164714813232422,0.4173510670661926,0.4164714813232422,4.216282832203433e-06,4.21738923250814e-06,4.216282832203433e-06,4096,4096,498554,498714,0.0010543562239035964,True,True
real_candidate_smoke_voxel,voxel,engineering,11,10,0.4175855219364166,0.41878190636634827,0.41801777482032776,4.217123205307871e-06,4.21744061895879e-06,4.21744061895879e-06,4096,4096,101890,102144,0.001149740070104599,True,True
real_candidate_smoke_voxel,voxel,link_area_experimental,11,10,0.4175856113433838,0.41878199577331543,0.4180176854133606,4.21712275056052e-06,4.2174419832008425e-06,4.2174419832008425e-06,4096,4096,101890,102144,0.001149713178165257,True,True
