actual,artifact_path,check,expected,pass,summary_key
True,outputs/step85_squid_proxy_static_geometry_activation_plan/squid_proxy_static_geometry_activation_plan.json,step85_activation_plan_pass,True,True,step85_squid_proxy_static_geometry_activation_plan_pass
True,outputs/step85_squid_proxy_static_geometry_activation_guard/squid_proxy_static_geometry_activation_guard.json,step85_activation_guard_pass,True,True,step85_squid_proxy_static_geometry_activation_guard_pass
True,outputs/step85_step84_regression_guard/step84_regression_guard.json,step85_step84_regression_guard_pass,True,True,step85_step84_regression_guard_pass
True,outputs/step85_step31_reference_guard/step31_reference_guard.json,step85_step31_reference_guard_pass,True,True,step85_step31_reference_guard_pass
True,outputs/step85_output_guard/output_guard.json,step85_output_guard_pass,True,True,output_guard_pass
True,outputs/step85_artifact_manifest/artifact_summary.json,step85_artifact_budget_pass,True,True,artifact_budget_pass
