case,geometry_type,geometry_source,quality_kind,mode,reaction_transfer_mode,quality_check_enabled,quality_check_strict,quality_pass,quality_severity,quality_warnings_count,quality_reasons_count,quality_report_path,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,completed_lbm_steps,total_mpm_substeps,rho_min,rho_max,lbm_max_v,mpm_min_J,mpm_max_speed,projected_mass,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count,active_reaction_particle_count,area_scale_final,stable,notes
mesh_ellipsoid,mesh,configs/step20_mesh_ellipsoid_geometry.json,mesh,none,engineering,True,False,True,ok,0,0,outputs/step23_quality_gated_mesh_ellipsoid_48_modes/mesh_ellipsoid_48_none_engineering/geometry_quality_report.json,48,4096,10,10,10,100,1.0,1.0000003576278687,0.0,0.9954361915588379,0.026044173166155815,0.13391712307929993,18342,0.0,0.0,0,0,1.0,True,Step 23 quality-gated synthetic imported geometry validation; no new FSI physics
mesh_ellipsoid,mesh,configs/step20_mesh_ellipsoid_geometry.json,mesh,penalty,engineering,True,False,True,ok,0,0,outputs/step23_quality_gated_mesh_ellipsoid_48_modes/mesh_ellipsoid_48_penalty_engineering/geometry_quality_report.json,48,4096,10,10,10,100,0.9999972581863403,1.000003695487976,8.122494364215527e-06,0.9954659342765808,0.02604166604578495,0.13391710817813873,18342,4.957304099661997e-06,4.957304099661997e-06,0,0,1.0,True,Step 23 quality-gated synthetic imported geometry validation; no new FSI physics
mesh_ellipsoid,mesh,configs/step20_mesh_ellipsoid_geometry.json,mesh,moving_boundary,engineering,True,False,True,ok,0,0,outputs/step23_quality_gated_mesh_ellipsoid_48_modes/mesh_ellipsoid_48_moving_boundary_engineering/geometry_quality_report.json,48,4096,10,10,10,100,0.9886515140533447,1.0153930187225342,0.0075715407729148865,0.9956706762313843,0.027936160564422607,0.13391706347465515,18342,0.0,0.4185287356376648,54714,4096,1.0,True,Step 23 quality-gated synthetic imported geometry validation; no new FSI physics
mesh_ellipsoid,mesh,configs/step20_mesh_ellipsoid_geometry.json,mesh,moving_boundary,link_area_experimental,True,False,True,ok,0,0,outputs/step23_quality_gated_mesh_ellipsoid_48_modes/mesh_ellipsoid_48_moving_boundary_link_area_experimental/geometry_quality_report.json,48,4096,10,10,10,100,0.9886508584022522,1.0153926610946655,0.007571491878479719,0.995670735836029,0.027936283499002457,0.13391704857349396,18342,0.0,0.4185284972190857,54714,4096,0.7909356951713562,True,Step 23 quality-gated synthetic imported geometry validation; no new FSI physics
