step,inlet_flux,outlet_flux,flux_imbalance_abs,flux_imbalance_rel
0,0.0,0.0,0.0,0.0
25,42.32000693678856,0.0,42.32000693678856,1.0
50,42.32000693678856,0.0,42.32000693678856,1.0
75,42.32000693678856,0.9379116940690224,41.38209524271954,0.9778376290091365
100,42.32000693678856,48.17316979797877,5.853162861190214,0.12150254769898487
125,42.32000693678856,49.857198436642165,7.537191499853606,0.15117559221526986
150,42.32000693678856,50.10627922611471,7.786272289326149,0.1553951402815009
175,42.32000693678856,50.1915376198897,7.871530683101142,0.1568298373864092
200,42.32000693678856,50.22132081069217,7.901313873903611,0.15732986999062384
225,42.32000693678856,50.20423188830756,7.884224951519002,0.15704303511822512
250,42.32000693678856,44.03542962003353,1.7154226832449737,0.038955511460811484
275,42.32000693678856,39.00062250779784,3.319384428990716,0.07843534699672255
300,42.32000693678856,38.59789467276374,3.7221122640248154,0.08795159862767421
325,42.32000693678856,38.5162736424535,3.8037332943350606,0.0898802615986458
350,42.32000693678856,38.50260163074737,3.817405306041188,0.09020332420415408
375,42.32000693678856,38.51463014293947,3.805376793849092,0.08991909664695963
400,42.32000693678856,38.67716790561513,3.6428390311734304,0.08607841290325333
425,42.32000693678856,40.59477252511816,1.7252344116703995,0.04076640191121193
450,42.32000693678856,41.18187723658881,1.1381297001997481,0.026893419509588453
475,42.32000693678856,41.27536033092658,1.0446466058619777,0.02468446206595188
500,42.32000693678856,41.3151964743969,1.00481046239166,0.023743154482287754
