case,candidate_id,geometry_type,mode,reaction_transfer_mode,quality_kind,strict,pass,severity,warnings_count,reasons_count,vertices_count,faces_count,boundary_edge_count,degenerate_face_count,nonmanifold_edge_count,occupied_count,connected_component_count,largest_component_fraction,report_size_bytes,source_report_path
real_candidate_smoke_mesh_64_link_area,real_candidate_smoke_mesh,mesh,moving_boundary,link_area_experimental,mesh,True,True,ok,0,0,8,12,0,0,0,0,0,0.0,1294,outputs/step28_64_transfer_pair_driver/real_candidate_smoke_mesh_64_link_area/geometry_quality_report.json
real_candidate_smoke_mesh_64_moving_boundary,real_candidate_smoke_mesh,mesh,moving_boundary,engineering,mesh,True,True,ok,0,0,8,12,0,0,0,0,0,0.0,1294,outputs/step28_64_transfer_pair_driver/real_candidate_smoke_mesh_64_moving_boundary/geometry_quality_report.json
real_candidate_smoke_voxel_64_link_area,real_candidate_smoke_voxel,voxel,moving_boundary,link_area_experimental,voxel,True,True,ok,0,0,0,0,0,0,0,3016,1,1.0,1077,outputs/step28_64_transfer_pair_driver/real_candidate_smoke_voxel_64_link_area/geometry_quality_report.json
real_candidate_smoke_voxel_64_moving_boundary,real_candidate_smoke_voxel,voxel,moving_boundary,engineering,voxel,True,True,ok,0,0,0,0,0,0,0,3016,1,1.0,1077,outputs/step28_64_transfer_pair_driver/real_candidate_smoke_voxel_64_moving_boundary/geometry_quality_report.json
