canonical_import_pass,canonical_module,error,legacy_import_pass,legacy_module,pass,same_object,symbol
True,src.mpm_lbm.sim.runtime_geometry.projection,,True,src.runtime_geometry_projection,True,True,load_runtime_projection_inputs
True,src.mpm_lbm.sim.runtime_geometry.projection,,True,src.runtime_geometry_projection,True,True,compute_runtime_projection_rows
True,src.mpm_lbm.sim.runtime_geometry.projection,,True,src.runtime_geometry_projection,True,True,compute_original_projection_rows
True,src.mpm_lbm.sim.runtime_geometry.projection,,True,src.runtime_geometry_projection,True,True,original_union_points
True,src.mpm_lbm.sim.runtime_geometry.projection,,True,src.runtime_geometry_projection,True,True,project_transient_geometry_copy
True,src.mpm_lbm.sim.runtime_geometry.projection,,True,src.runtime_geometry_projection,True,True,summarize_runtime_projection_rows
True,src.mpm_lbm.sim.runtime_geometry.projection,,True,src.runtime_geometry_projection,True,True,write_runtime_projection_rows
True,src.mpm_lbm.sim.runtime_geometry.projection,,True,src.runtime_geometry_projection,True,True,write_csv_rows
True,src.mpm_lbm.sim.runtime_geometry.projection,,True,src.runtime_geometry_projection,True,True,write_json
True,src.mpm_lbm.sim.runtime_geometry.projection,,True,src.runtime_geometry_projection,True,True,read_json
True,src.mpm_lbm.sim.runtime_geometry.projection,,True,src.runtime_geometry_projection,True,True,step45_geometry_and_region_hashes
True,src.mpm_lbm.sim.runtime_geometry.projection_config,,True,src.runtime_geometry_projection_config,True,True,RuntimeGeometryProjectionIntegrationConfig
True,src.mpm_lbm.sim.runtime_geometry.projection_config,,True,src.runtime_geometry_projection_config,True,True,validate_runtime_geometry_projection_config
True,src.mpm_lbm.sim.runtime_geometry.projection_config,,True,src.runtime_geometry_projection_config,True,True,summarize_runtime_geometry_projection_config_validation
True,src.mpm_lbm.sim.runtime_geometry.projection_config,,True,src.runtime_geometry_projection_config,True,True,mutation_flags
True,src.mpm_lbm.sim.runtime_geometry.projection_config,,True,src.runtime_geometry_projection_config,True,True,mutation_flag_enabled_count
True,src.mpm_lbm.sim.runtime_geometry.projection_quality,,True,src.runtime_geometry_projection_quality,True,True,analyze_runtime_projection_quality
True,src.mpm_lbm.sim.runtime_geometry.projection_consistency,,True,src.runtime_geometry_projection_consistency,True,True,compare_original_vs_runtime_projection
True,src.mpm_lbm.sim.runtime_geometry.projection_consistency,,True,src.runtime_geometry_projection_consistency,True,True,summarize_original_vs_runtime_projection
True,src.mpm_lbm.sim.runtime_geometry.projection_consistency,,True,src.runtime_geometry_projection_consistency,True,True,projection_phase_closure_rows
True,src.mpm_lbm.sim.runtime_geometry.projection_consistency,,True,src.runtime_geometry_projection_consistency,True,True,summarize_projection_phase_closure
True,src.mpm_lbm.sim.runtime_geometry.projection_consistency,,True,src.runtime_geometry_projection_consistency,True,True,compare_step44_projection_smoke
True,src.mpm_lbm.sim.runtime_geometry.projection_consistency,,True,src.runtime_geometry_projection_consistency,True,True,summarize_step44_projection_alignment
True,src.mpm_lbm.sim.runtime_geometry.state_guard,,True,src.runtime_geometry_projection_state_guard,True,True,compute_runtime_projection_state_guard
True,src.mpm_lbm.sim.runtime_geometry.state_guard,,True,src.runtime_geometry_projection_state_guard,True,True,forbidden_output_counts
True,src.mpm_lbm.sim.runtime_geometry.state_guard,,True,src.runtime_geometry_projection_state_guard,True,True,write_runtime_projection_state_guard
