metric,value
batch_import_execution_audit_pass,True
canonical_import_pass_count,26
legacy_import_pass_count,26
output_snapshot_unchanged,True
pass_count,26
policy_id,step65_runtime_geometry_migration_policy
row_count,26
runtime_object_construction_required,False
same_object_count,26
solver_run,False
step,65
step65_import_execution_pass,True
