metric,value
artifact_budget_pass,True
output_guard_pass,True
pass_count,44
private_absolute_path_count,0
protected_diagnostics_edit_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
protected_sim_edit_count,0
row_count,44
step96_dense_displacement_output_count,0
step96_dense_wall_velocity_output_count,0
step96_displaced_particle_output_count,0
step96_forbidden_file_count,0
step96_ggui_screenshot_count,1
step96_ggui_video_count,0
step96_large_file_count,0
step96_optional_driver_run_dir_count,0
step96_particle_npy_count,0
step96_raw_geometry_output_count,0
step96_real_geometry_candidate_output_count,0
step96_required_driver_run_dir_count,1
step96_sparse_wall_velocity_output_count,0
step96_total_size_bytes,901568
step96_total_size_mb,0.85980224609375
step96_vtr_count,0
