step,lbm_open_boundary_semantics,row_role,target_outlet_flux,outlet_flux_raw_before_correction,outlet_flux_after_correction,outlet_flux_error,outlet_flux_error_filtered,correction_gain_effective,correction_delta_abs_sum,correction_delta_abs_sum_run,controller_target_outlet_flux,controller_measured_outlet_flux,controller_raw_flux_error,controller_filtered_flux_error,controller_u_feedback,controller_u_feedback_abs,controller_saturation_count_step,controller_saturation_count_run,controller_saturation_fraction_run,outlet_plane_ux_min,outlet_plane_ux_max,outlet_plane_ux_mean,outlet_plane_negative_ux_fraction,midplane_flux,sampled_x_profile_flux,mass_total_delta_rel,validation_claim_allowed,selected96_claim_allowed
0,convective_plane_flux_controlled_damped_outlet,plane_flux_control_candidate_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0:0;24:0;47:0,0.0,False,False
25,convective_plane_flux_controlled_damped_outlet,plane_flux_control_candidate_48,43.58145830855584,0.01917277463302069,0.01917277463302069,43.56228553392282,16.7913818359375,0.0024999999441206455,0.21018606424331665,2.801406145095825,43.50697708129883,0.017186982557177544,43.48979009874165,16.7913818359375,1.9838587832055055e-05,1.9838587832055055e-05,0,0,0.0,4.777753474627389e-06,9.669148312241305e-06,9.060999814433442e-06,0.0,0.0,0:43.5814583086;24:0;47:0.019172774633,0.010894953077230615,False,False
50,convective_plane_flux_controlled_damped_outlet,plane_flux_control_candidate_48,43.78227480669423,0.09928084353535066,0.09928084353535066,43.68299396315888,27.466772079467773,0.0024999999441206455,0.3434014618396759,9.927379608154297,43.77075958251953,0.09537150710821152,43.67538807541132,27.466772079467773,3.2451287552248687e-05,3.2451287552248687e-05,0,0,0.0,1.972886639123317e-05,4.902328146272339e-05,4.6922979517869005e-05,0.0,45.8533869111642,0:43.7822748067;24:45.8533869112;47:0.0992808435354,0.0216620394146679,False,False
75,convective_plane_flux_controlled_damped_outlet,plane_flux_control_candidate_48,43.78933834552507,0.42192753974434505,0.42192753974434505,43.36741080578072,33.87504959106445,0.0024999999441206455,0.4341109097003937,19.646581649780273,43.79196548461914,0.29512107372283936,43.4968444108963,33.87504959106445,4.0022503526415676e-05,4.0022503526415676e-05,0,0,0.0,7.669148908462375e-05,0.0002363540988881141,0.0001992879135668463,0.0,42.95044721006253,0:43.7893383455;24:42.9504472101;47:0.421927539744,0.032410642862197886,False,False
100,convective_plane_flux_controlled_damped_outlet,plane_flux_control_candidate_48,43.80331670459664,56.54344458755371,56.54344458755371,-12.740127882957069,25.153438568115234,0.0024999999441206455,0.44260841608047485,34.205047607421875,43.8010368347168,54.62205505371094,-10.82101821899414,25.153438568115234,2.971814501506742e-05,2.971814501506742e-05,0,0,0.0,0.010731074027717113,0.027672864496707916,0.02612644574465846,0.0,43.26002367293988,0:43.8033167046;24:43.2600236729;47:56.5434445876,0.035930586956493045,False,False
125,convective_plane_flux_controlled_damped_outlet,plane_flux_control_candidate_48,43.80808551548538,101.80659042590818,101.80659042590818,-57.9985049104228,0.45138704776763916,0.0024999999441206455,0.13410086929798126,40.046722412109375,43.80949401855469,100.3603744506836,-56.550880432128906,0.45138704776763916,5.333022841114143e-07,5.333022841114143e-07,0,0,0.0,0.01614830270409584,0.05184020474553108,0.04897301697166943,0.0,36.444887280254704,0:43.8080855155;24:36.4448872803;47:101.806590426,0.02662817587185165,False,False
150,convective_plane_flux_controlled_damped_outlet,plane_flux_control_candidate_48,43.81283256217869,117.46468868902622,117.46468868902622,-73.65185612684752,-27.329795837402344,0.0024999999441206455,0.5327128767967224,49.07925796508789,43.811073303222656,117.6295394897461,-73.81846618652344,-27.329795837402344,-3.228945570299402e-05,3.228945570299402e-05,0,0,0.0,0.011752313934266567,0.061566974967718124,0.05735574337954867,0.0,70.7315840389766,0:43.8128325622;24:70.731584039;47:117.464688689,0.009434265399113457,False,False
175,convective_plane_flux_controlled_damped_outlet,plane_flux_control_candidate_48,44.45945044504404,96.31666950404656,96.31666950404656,-51.85721905900252,-42.13513946533203,0.0024999999441206455,0.5895664691925049,63.971954345703125,44.65122985839844,97.61578369140625,-52.96455383300781,-42.13513946533203,-4.97815890412312e-05,4.97815890412312e-05,0,0,0.0,0.0011244951747357845,0.0510505810379982,0.046114135860865546,0.0,107.65755116146849,0:44.459450445;24:107.657551161;47:96.316669504,-0.006362427014883352,False,False
200,convective_plane_flux_controlled_damped_outlet,plane_flux_control_candidate_48,41.13400219382348,64.65999128106372,64.65999128106372,-23.525989087240248,-39.893924713134766,0.0024999999441206455,0.6118117570877075,78.66284942626953,41.24580383300781,65.63128662109375,-24.385482788085938,-39.893924713134766,-4.713365342468023e-05,4.713365342468023e-05,0,0,0.0,-0.004562549293041229,0.035346731543540955,0.03008645531804048,0.00945179584120983,115.96192882728374,0:41.1340021938;24:115.961928827;47:64.6599912811,-0.015880782335583488,False,False
225,convective_plane_flux_controlled_damped_outlet,plane_flux_control_candidate_48,38.826180992207114,57.82510531859158,57.82510531859158,-18.99892432638447,-31.350666046142578,0.0024999999441206455,0.5320538282394409,93.46192932128906,38.88627624511719,57.425201416015625,-18.538925170898438,-31.350666046142578,-3.704001210280694e-05,3.704001210280694e-05,0,0,0.0,-0.0017124401638284326,0.0318874754011631,0.026738620945995203,0.005671077504725898,74.16284666654971,0:38.8261809922;24:74.1628466665;47:57.8251053186,-0.020925070876848344,False,False
