step,rho_min,rho_max,rho_mean,mass_total,mass_total_delta_from_initial,mass_total_delta_rel
0,1.0,1.0,1.0,101568.0,0.0,0.0
25,0.999983549118042,1.055232286453247,1.0108949530772307,102674.57859414816,1106.578594148159,0.010894953077230615
50,0.9999159574508667,1.0538928508758545,1.0216620394146678,103768.17001926899,2200.1700192689896,0.0216620394146679
75,0.9999403357505798,1.0518041849136353,1.032410642862198,104859.88417422771,3291.8841742277145,0.032410642862197886
100,1.0196208953857422,1.0451643466949463,1.035930586956493,105217.39785599709,3649.3978559970856,0.035930586956493045
125,0.9800597429275513,1.0441466569900513,1.0266281758718516,104272.57056695223,2704.5705669522285,0.02662817587185165
150,0.9668281674385071,1.0440815687179565,1.0094342653991135,102526.21946805716,958.2194680571556,0.009434265399113457
175,0.9682326316833496,1.0535166263580322,0.9936375729851167,100921.78101295233,-646.2189870476723,-0.006362427014883352
200,0.9718348383903503,1.0172157287597656,0.9841192176644165,99955.02069973946,-1612.9793002605438,-0.015880782335583488
225,0.9221802353858948,1.0245859622955322,0.9790749291231516,99442.68240118027,-2125.3175988197327,-0.020925070876848344
250,0.9199471473693848,1.014238953590393,0.9714150795508845,98664.68679982424,-2903.313200175762,-0.02858492044911549
