step,rho_min,rho_max,rho_mean,mass_total,mass_total_delta_from_initial,mass_total_delta_rel
0,1.0,1.0,1.0,101568.0,0.0,0.0
25,0.9992601871490479,1.055232286453247,1.0107978653302387,102664.71758586168,1096.717585861683,0.010797865330238686
50,0.9990244507789612,1.0537482500076294,1.021312044779685,103732.62176418304,2164.6217641830444,0.021312044779684985
75,0.9997386932373047,1.0512287616729736,1.031938092031932,104811.88813149929,3243.8881314992905,0.03193809203193221
100,0.9992894530296326,1.0412261486053467,1.0330088144460507,104920.63926565647,3352.6392656564713,0.03300881444605064
125,0.9723175168037415,1.0404269695281982,1.0183415030508942,103430.90978187323,1862.9097818732262,0.01834150305089424
150,0.9749869108200073,1.040959358215332,1.0064415833939198,102222.25874215364,654.2587421536446,0.006441583393919784
175,0.9764847159385681,1.040346384048462,1.001085503420029,101678.25241136551,110.25241136550903,0.001085503420029035
200,0.9396177530288696,1.0191049575805664,0.9903771879935488,100590.63023012877,-977.3697698712349,-0.009622812006451193
225,0.9457533359527588,0.9994646310806274,0.9779707580099437,99330.53394955397,-2237.4660504460335,-0.022029241990056254
250,0.9370492696762085,1.0095384120941162,0.9693496249018738,98454.90270203352,-3113.0972979664803,-0.030650375098126185
