row_name,check,actual,expected,operator,pass
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,rho_min_min,0.9995806813240051,0.9,>,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,rho_max_max,1.0002126693725586,1.1,<,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,lbm_max_v_max,0.00042992818634957075,0.5,<,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,mpm_min_J_min,0.9998470544815063,0.0,>,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,mpm_max_speed_max,0.004584999289363623,10.0,<,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,projected_mass_final,0.02699996903538704,0.0,>,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,active_cell_count_final,1320,1,>=,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,bb_link_count_max,2272,0,>,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,bb_max_correction_max,0.00014303527132142335,0.0,>=,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,active_reaction_particle_count_final,892,0,>=,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,applied_cell_count,648,1,>=,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,has_nan,False,False,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,has_inf,False,False,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,stable,True,True,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,diagnostics_csv_exists,True,True,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,diagnostics_npz_exists,True,True,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,driver_config_exists,True,True,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,geo_path_name,geo_all_fluid_32.dat,geo_all_fluid_32.dat,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,runtime_hard_fail,False,False,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,previous_step,Step81,Step81,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,wall_velocity_enabled,True,True,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,wall_velocity_application_report_exists,True,True,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,wall_velocity_application_report_pass,True,True,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,target_lbm_field,solid_vel,solid_vel,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,application_policy,additive_capped,additive_capped,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,apply_to_lbm_solid_vel,True,True,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,apply_to_lbm_populations,False,False,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,apply_to_mpm,False,False,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,apply_to_projector,False,False,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,modify_bounceback_formula,False,False,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,jet_model_enabled,False,False,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,actuation_claim_enabled,False,False,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,finite_pass,True,True,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,cap_pass,True,True,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,boundary_motion_interface_report_exists,True,True,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,boundary_motion_interface_report_pass,True,True,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,boundary_motion_diagnostic_only,True,True,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,runtime_geometry_enabled,False,False,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,combined_runtime_geometry_wall_velocity_enabled,False,False,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,real_geometry_enabled,False,False,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,squid_proxy_enabled,False,False,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,link_area_enabled,False,False,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,lbm_population_update_count,0,0,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,completed_lbm_steps,3,3,==,True
canonical_driver_wall_velocity_solid_vel_32_3step_smoke,max_grid_reaction_norm_max_finite,4.052095755469054e-05,True,is_finite,True
