case,geometry_type,geometry_source,quality_kind,mode,reaction_transfer_mode,quality_check_enabled,quality_check_strict,quality_pass,quality_severity,quality_warnings_count,quality_reasons_count,quality_report_path,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,completed_lbm_steps,total_mpm_substeps,rho_min,rho_max,lbm_max_v,mpm_min_J,mpm_max_speed,projected_mass,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count,active_reaction_particle_count,area_scale_final,stable,notes
mesh_cube,mesh,configs/step20_mesh_cube_geometry.json,mesh,none,engineering,True,False,True,ok,0,0,outputs/step23_quality_gated_mesh_cube_48_modes/mesh_cube_48_none_engineering/geometry_quality_report.json,48,4096,10,10,10,100,1.0,1.0000003576278687,0.0,0.9997405409812927,0.015628550201654434,0.7478500008583069,61750,0.0,0.0,0,0,1.0,True,Step 23 quality-gated synthetic imported geometry validation; no new FSI physics
mesh_cube,mesh,configs/step20_mesh_cube_geometry.json,mesh,penalty,engineering,True,False,True,ok,0,0,outputs/step23_quality_gated_mesh_cube_48_modes/mesh_cube_48_penalty_engineering/geometry_quality_report.json,48,4096,10,10,10,100,0.9999991059303284,1.0000015497207642,4.454981990420492e-06,0.9997427463531494,0.015625,0.7478510737419128,61750,2.9725133572355844e-06,2.9725133572355844e-06,0,0,1.0,True,Step 23 quality-gated synthetic imported geometry validation; no new FSI physics
mesh_cube,mesh,configs/step20_mesh_cube_geometry.json,mesh,moving_boundary,engineering,True,False,True,ok,0,0,outputs/step23_quality_gated_mesh_cube_48_modes/mesh_cube_48_moving_boundary_engineering/geometry_quality_report.json,48,4096,10,10,10,100,0.9953310489654541,1.0047024488449097,0.0040389965288341045,0.9997391700744629,0.01753508672118187,0.7478501796722412,61747,0.0,0.4174981713294983,244258,4096,1.0,True,Step 23 quality-gated synthetic imported geometry validation; no new FSI physics
mesh_cube,mesh,configs/step20_mesh_cube_geometry.json,mesh,moving_boundary,link_area_experimental,True,False,True,ok,0,0,outputs/step23_quality_gated_mesh_cube_48_modes/mesh_cube_48_moving_boundary_link_area_experimental/geometry_quality_report.json,48,4096,10,10,10,100,0.9953305125236511,1.0047019720077515,0.00403870502486825,0.9997392296791077,0.017535056918859482,0.7478525042533875,61747,0.0,0.41749852895736694,244258,4096,0.777026355266571,True,Step 23 quality-gated synthetic imported geometry validation; no new FSI physics
