row_name,component_name,runtime_geometry_projection_enabled,wall_velocity_application_enabled,phase0,closure_phase,phase0_projected_mass,closure_projected_mass,phase0_phase1_projected_mass_delta,phase0_active_cell_count,closure_active_cell_count,phase0_phase1_active_cell_delta,phase0_applied_velocity,closure_applied_velocity,phase0_phase1_applied_velocity_delta,diagnostic_only,persist_projected_state,persist_displaced_geometry,closure_pass,geometry_projection_closure_pass,wall_velocity_closure_pass,cycle_proxy_closure_pass
engineering_static_48_40step,static,False,False,0.0,1.0,1.0,1.0,0.0,648,648,0,0.0,0.0,0.0,True,False,False,True,True,True,True
engineering_runtime_geometry_plus_wall_velocity_48_40step,runtime_geometry_plus_wall_velocity,True,True,0.0,1.0,1.0,1.0,0.0,648,648,0,0.0005006836795005674,0.00014680280936628726,0.00035388087013428016,True,False,False,True,True,True,True
