candidate_id,geometry_type,descriptor_path,source_file,source_file_redacted,source_policy,license_status,commit_policy,validation_scope,n_particles,normalize_to_domain,preserve_aspect_ratio,padding,quality_check_enabled,quality_check_strict,size_bytes,sha256,is_large,manifest_pass,notes
real_candidate_smoke_mesh,mesh,configs/step25_candidate_smoke_mesh_descriptor.json,data/geometry_fixtures/step25_real_candidate_smoke_mesh.obj,data/geometry_fixtures/step25_real_candidate_smoke_mesh.obj,controlled_intake_smoke_not_anatomical_validation,small_committed_smoke_fixture,small_controlled_fixture_allowed,intake_qa_normalization_sampling_projection_only,4096,True,True,0.08,True,True,323,d5a3dd8a698a81951052c6fc3aeb1dd37f7a3c205c07b23d514a3b6a77c2c126,False,True,manifest checks passed
real_candidate_smoke_voxel,voxel,configs/step25_candidate_smoke_voxel_descriptor.json,data/geometry_fixtures/voxel_sphere.npy,data/geometry_fixtures/voxel_sphere.npy,controlled_intake_smoke_not_anatomical_validation,small_committed_smoke_fixture,small_controlled_fixture_allowed,intake_qa_normalization_sampling_projection_only,4096,True,True,0.08,True,True,32896,7df9048eb5967888f0788817414b05235fe4a67367198ad82fdb571d92e3b01f,False,True,manifest checks passed
