check,error,file_exists,forbidden_call_count,found_calls,pass,path
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/real_geometry_data_boundary_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/real_geometry_api_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/candidate_descriptor_schema_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/candidate_manifest_policy_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/real_geometry_quarantine_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/real_geometry_output_policy_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/step74_full_activation_gate_coverage_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/step74_no_simulation_audit.py
python_no_simulation_calls,,True,0,[],True,src/mpm_lbm/evidence/step74_regression_guard.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/step74_common.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step74_real_geometry_api_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step74_candidate_descriptor_schema_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step74_candidate_manifest_policy_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step74_real_geometry_quarantine_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step74_real_geometry_output_policy_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step74_full_activation_gate_coverage_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step74_real_geometry_data_boundary_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step74_no_simulation_audit.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step74_step73_regression_guard.py
python_no_simulation_calls,,True,0,[],True,baseline_tests/run_step74_artifact_manifest.py
