extension,forbidden,pass,path,size_bytes
.log,False,True,logs/step88_activation_guard.log,53
.log,False,True,logs/step88_artifact_manifest.log,62
.log,False,True,logs/step88_focused_pytest.log,204
.log,False,True,logs/step88_full_pytest_anaconda.log,2498
.log,False,True,logs/step88_full_pytest_taichi.log,2500
.log,False,True,logs/step88_output_guard.log,49
.log,False,True,logs/step88_squid_proxy_runtime_geometry_wall_velocity_combined_quality.log,102
.log,False,True,logs/step88_squid_proxy_runtime_geometry_wall_velocity_combined_smoke_matrix.log,336
.log,False,True,logs/step88_step80_regression_guard.log,59
.log,False,True,logs/step88_step82_regression_guard.log,59
.log,False,True,logs/step88_step84_regression_guard.log,59
.log,False,True,logs/step88_step86_regression_guard.log,59
.log,False,True,logs/step88_step87_regression_guard.log,59
.csv,False,True,outputs/step88_activation_guard/activation_guard.csv,1597
.json,False,True,outputs/step88_activation_guard/activation_guard.json,4798
.csv,False,True,outputs/step88_activation_guard/activation_guard_summary.csv,558
.csv,False,True,outputs/step88_artifact_manifest/artifact_manifest.csv,485952
.csv,False,True,outputs/step88_artifact_manifest/artifact_summary.csv,430
.json,False,True,outputs/step88_artifact_manifest/artifact_summary.json,499
.json,False,True,outputs/step88_driver_runs/canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke/boundary_motion_interface_report.json,8410
.csv,False,True,outputs/step88_driver_runs/canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke/diagnostics_timeseries.csv,1464
.npz,False,True,outputs/step88_driver_runs/canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke/diagnostics_timeseries.npz,9184
.json,False,True,outputs/step88_driver_runs/canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke/driver_config.json,1836
.json,False,True,outputs/step88_driver_runs/canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke/driver_timing.json,470
.dat,False,True,outputs/step88_driver_runs/canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke/geo_all_fluid_32.dat,98304
.json,False,True,outputs/step88_driver_runs/canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke/geometry_motion_interface_report.json,8192
.json,False,True,outputs/step88_driver_runs/canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke/geometry_quality_report.json,1219
.json,False,True,outputs/step88_driver_runs/canonical_driver_squid_proxy_runtime_geometry_diagnostic_only_wall_velocity_solid_vel_32_3step_smoke/wall_velocity_application_report.json,2858
.csv,False,True,outputs/step88_output_guard/output_guard.csv,5260
.json,False,True,outputs/step88_output_guard/output_guard.json,11641
.csv,False,True,outputs/step88_output_guard/output_guard_summary.csv,785
.csv,False,True,outputs/step88_squid_proxy_runtime_geometry_wall_velocity_combined_quality/squid_proxy_runtime_geometry_wall_velocity_combined_quality.csv,11292
.json,False,True,outputs/step88_squid_proxy_runtime_geometry_wall_velocity_combined_quality/squid_proxy_runtime_geometry_wall_velocity_combined_quality.json,21922
.csv,False,True,outputs/step88_squid_proxy_runtime_geometry_wall_velocity_combined_quality/squid_proxy_runtime_geometry_wall_velocity_combined_quality_summary.csv,504
.csv,False,True,outputs/step88_squid_proxy_runtime_geometry_wall_velocity_combined_smoke_matrix/squid_proxy_runtime_geometry_wall_velocity_combined_smoke_matrix.csv,4284
.json,False,True,outputs/step88_squid_proxy_runtime_geometry_wall_velocity_combined_smoke_matrix/squid_proxy_runtime_geometry_wall_velocity_combined_smoke_matrix.json,8280
.csv,False,True,outputs/step88_squid_proxy_runtime_geometry_wall_velocity_combined_smoke_matrix/squid_proxy_runtime_geometry_wall_velocity_combined_smoke_matrix_summary.csv,2052
.csv,False,True,outputs/step88_step80_regression_guard/step80_regression_guard.csv,809
.json,False,True,outputs/step88_step80_regression_guard/step80_regression_guard.json,1892
.csv,False,True,outputs/step88_step80_regression_guard/step80_regression_guard_summary.csv,329
.csv,False,True,outputs/step88_step82_regression_guard/step82_regression_guard.csv,755
.json,False,True,outputs/step88_step82_regression_guard/step82_regression_guard.json,1838
.csv,False,True,outputs/step88_step82_regression_guard/step82_regression_guard_summary.csv,329
.csv,False,True,outputs/step88_step84_regression_guard/step84_regression_guard.csv,851
.json,False,True,outputs/step88_step84_regression_guard/step84_regression_guard.json,2006
.csv,False,True,outputs/step88_step84_regression_guard/step84_regression_guard_summary.csv,393
.csv,False,True,outputs/step88_step86_regression_guard/step86_regression_guard.csv,779
.json,False,True,outputs/step88_step86_regression_guard/step86_regression_guard.json,2042
.csv,False,True,outputs/step88_step86_regression_guard/step86_regression_guard_summary.csv,485
.csv,False,True,outputs/step88_step87_regression_guard/step87_regression_guard.csv,1467
.json,False,True,outputs/step88_step87_regression_guard/step87_regression_guard.json,2915
.csv,False,True,outputs/step88_step87_regression_guard/step87_regression_guard_summary.csv,288
