metric,value
artifact_budget_pass,True
output_guard_pass,True
pass_count,52
private_absolute_path_count,0
protected_diagnostics_edit_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
protected_sim_edit_count,0
row_count,52
step88_dense_displacement_output_count,0
step88_dense_wall_velocity_output_count,0
step88_displaced_particle_output_count,0
step88_forbidden_file_count,0
step88_large_file_count,0
step88_optional_driver_run_dir_count,0
step88_particle_npy_count,0
step88_raw_geometry_output_count,0
step88_real_geometry_candidate_output_count,0
step88_required_driver_run_dir_count,1
step88_sparse_wall_velocity_output_count,0
step88_total_size_bytes,715068
step88_total_size_mb,0.6819419860839844
step88_vtr_count,0
