step,rho_min,rho_max,rho_mean,mass_total,mass_total_delta_from_initial,mass_total_delta_rel,inlet_mean_ux,outlet_mean_ux,midplane_mean_ux,inlet_flux,outlet_flux,flux_imbalance_abs,flux_imbalance_rel,max_v,mach_proxy_observed
0,1.0,1.0,1.0,101568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.9999867677688599,1.001845359802246,1.0000623320185338,101574.33093845844,6.330938458442688,6.233201853381664e-05,0.0010347002087291225,8.53835682294807e-06,0.0,2.193351174853649,0.01806692401354308,2.175284250840106,0.9917628676061193,0.001053276522676552,0.0018243284516952607
10,0.9998468160629272,1.0045276880264282,1.0002549084521966,101593.8905416727,25.890541672706604,0.000254908452196623,0.002254396047846314,8.948143737325497e-05,0.0,4.789135467070187,0.18931377782884773,4.599821689241339,0.960470156016559,0.002371021892475465,0.004106730383625618
15,0.9995158314704895,1.006628155708313,1.0005426546241842,101623.11634486914,55.11634486913681,0.0005426546241841605,0.0033069679671801654,0.0002777143252934488,0.0,7.038213695868029,0.5873602722482173,6.450853423619812,0.9165469680761409,0.0035048004267025958,0.006070492409437977
20,0.9990452527999878,1.0089155435562134,1.0009227206187572,101661.71888780594,93.71888780593872,0.0009227206187572732,0.004436114541737324,0.0005452339196338235,0.0,9.460303405284064,1.1526180132883335,8.30768539199573,0.8781626799998256,0.004718407808019596,0.008172522054319637
25,0.9984679222106934,1.0111948251724243,1.001388306685482,101709.00753343105,141.00753343105316,0.0013883066854821712,0.005539985904637337,0.0008731721791195364,5.756947372081443e-10,11.837581528670814,1.8448114223099232,9.99277010636089,0.844156391418149,0.005930853654713465,0.010272539862219284
30,0.9978091716766357,1.013464331626892,1.0019341967014037,101764.45249056816,196.452490568161,0.0019341967014036017,0.006649653941598881,0.0012466669031916211,3.488675179428466e-08,14.236817568773986,2.632186087264864,11.604631481509122,0.8151141521235677,0.007252797040054391,0.012562212970359372
35,0.9970895648002625,1.0157510042190552,1.002557373362128,101827.74729764462,259.7472976446152,0.002557373362127985,0.007758898249895986,0.0016542430939034001,7.806782738447293e-07,16.644689806454018,3.490219298707262,13.154470507746755,0.7903103428605848,0.008582594782297637,0.014865490223715055
40,0.9963230490684509,1.0180363655090332,1.0032552523120637,101898.62946683168,330.6294668316841,0.0032552523120636828,0.008867682389112185,0.0020878385437303883,4.434757427963721e-05,19.06116523043896,4.401663554369881,14.659501676069079,0.7690768900454825,0.00991255919701799,0.01716905616226931
45,0.9955206513404846,1.020325779914856,1.0040261761303557,101976.93065720797,408.93065720796585,0.004026176130355681,0.00997671662937209,0.0025412510466627206,0.0005510101821309876,21.487860121594824,5.353256240507866,16.13460388108696,0.7508706678927065,0.011242035256052439,0.01947177624396342
50,0.9946903586387634,1.0226185321807861,1.0048689580731982,102062.53033357859,494.5303335785866,0.004868958073198119,0.0110856262942343,0.003010049445758396,0.0018736626262427088,23.92401150881429,6.335516496666317,17.588495012147973,0.735181681620069,0.012571224798045708,0.021774000063584965
55,0.9938377737998962,1.024914264678955,1.0057828061824878,102155.34805834293,587.3480583429337,0.0057828061824879255,0.012194497637549285,0.0034909005632706774,0.003127373588772751,26.369870688316375,7.341313043141691,19.028557645174686,0.7216022357517898,0.013899319571143102,0.024074327687856313
60,0.9929676055908203,1.027213215827942,1.0067672227898399,102255.33328431845,687.3332843184471,0.006767222789839784,0.013303347904629484,0.003981361707337095,0.004469265568242646,28.82553003286838,8.365416860838161,20.46011317203022,0.7097913949440141,0.01522705653045907,0.02637403556047858
65,0.9920827150344849,1.0295161008834839,1.0078219198589533,102362.45675623417,794.456756234169,0.007821919858953303,0.01441212417601849,0.004479624252708713,0.005890777417426024,31.290932923009,9.403953157508713,21.886979765500286,0.6994671529721712,0.016554320593590927,0.028672924352883263
70,0.9911859631538391,1.0318224430084229,1.0089467674976176,102476.70528119802,908.7052811980247,0.008946767497617603,0.015520903742687322,0.004984516283421951,0.007346403447027355,33.76630559947582,10.454399502649657,23.311906096826164,0.6903895964617477,0.017882113395131384,0.030972728947075555
75,0.9902797341346741,1.0341321229934692,1.0101415279445196,102598.05471026897,1030.0547102689743,0.010141527944519675,0.016629593758905457,0.005503352402191387,0.008843271143642908,36.25149654915271,11.53205224567566,24.719444303477054,0.6818875537996185,0.01921040038998966,0.03327338950920307
80,0.9893844127655029,1.036441683769226,1.0114012611261143,102726.00329005718,1158.0032900571823,0.011401261126114351,0.01773827971753247,0.006164934035453994,0.010365471270046283,38.74671074307837,12.906804496905302,25.839906246173065,0.6668928987937138,0.02054067118936034,0.03557748612153835
85,0.9885997772216797,1.0387382507324219,1.0126848556494508,102856.37541860342,1288.3754186034203,0.012684855649450814,0.01884736070965746,0.007609177511409875,0.01190925152670409,41.25218403094624,15.917822153059518,25.33436187788672,0.6141338324991857,0.021877395611461008,0.03789276073633485
90,0.987921416759491,1.0409927368164062,1.0138770388451035,102977.46308141947,1409.463081419468,0.013877038845103457,0.01995797719567,0.010270521836311315,0.013469477504313992,43.76653736832929,21.47044807897051,22.29608928935878,0.5094323341533722,0.02327548993812442,0.04031433114388968
95,0.9874595999717712,1.041096568107605,1.0148473483620055,103076.01547843218,1508.0154784321785,0.014847348362005538,0.020020638316137353,0.01276519026040383,0.01504278480689726,43.8963147827345,26.67356348756364,17.22275129517086,0.3923507333227205,0.024625516282263157,0.04265264536349444
100,0.9876363277435303,1.0399643182754517,1.015573948058379,103149.81475639343,1581.8147563934326,0.015573948058378945,0.019921863476247553,0.014769882655839853,0.01662646758520627,43.644919455074486,30.868134050050614,12.776785405023872,0.292743933647891,0.024891412114155746,0.043113190453853194
105,0.9883345365524292,1.039186716079712,1.0161078229415095,103204.03936052322,1636.0393605232239,0.01610782294150937,0.01996955026948159,0.016597600615475966,0.018218580002910573,43.71575313348903,34.711284464664075,9.004468668824956,0.20597766304812815,0.02515679479452423,0.04357284673970022
110,0.9893828630447388,1.0380299091339111,1.0164640532981395,103240.22096538544,1672.220965385437,0.016464053298139544,0.019949022227183463,0.018182521299080524,0.019817996567902146,43.62397600345735,38.0662381427701,5.557737860687247,0.1274009929825465,0.025433691970106795,0.04405244671628154
115,0.9907388091087341,1.036741852760315,1.0166619096371499,103260.31683802605,1692.3168380260468,0.016661909637149957,0.019953517620900686,0.019616752499820127,0.02142827718061816,43.58288605985095,41.124939084944685,2.457946974906264,0.056397067682274316,0.025642694104162648,0.044414449031356606
120,0.9923190474510193,1.0353517532348633,1.0167138661899344,103265.59396117926,1697.5939611792564,0.016713866189934392,0.019951248473693776,0.020929116315370346,0.023093928596170335,43.52179753805297,43.94607307855098,0.42427554049800875,0.009654458539211036,0.026056908997389504,0.04513189027167724
125,0.9940749406814575,1.0338733196258545,1.0166293863346771,103257.01351124048,1689.0135112404823,0.016629386334677088,0.01995059595195073,0.022149877203936515,0.0249947533464774,43.46069058397215,46.591617807205694,3.1309272232335417,0.06719936698032675,0.027124429186786363,0.04698088947781815
130,0.9959676861763,1.0323504209518433,1.0164156712552916,103235.30689805746,1667.3068980574608,0.016415671255291635,0.019950024661254173,0.023301658296072062,0.027217816887159317,43.39687786962071,49.107667139626685,5.710789270005975,0.1162911944843281,0.029430235886628884,0.05097466383437811
135,0.9979621171951294,1.0307868719100952,1.0160779002637244,103201.00017398596,1633.000173985958,0.016077900263724382,0.01994948939196695,0.02440135484818362,0.02883846139370698,43.33082586286974,51.528500117409216,8.197674254539479,0.15909010034953153,0.03162503824205303,0.05477617302654458
140,1.0000407695770264,1.0291857719421387,1.0156199138238322,103154.48340725899,1586.4834072589874,0.015619913823832186,0.01994908213023878,0.025461190938905573,0.02951805337111242,43.2631950541437,53.87887556866684,10.615680514523142,0.1970286202612712,0.03313678172911172,0.057394589554141576
145,1.0021870136260986,1.0275532007217407,1.015044505501937,103096.04033482075,1528.0403348207474,0.0150445055019371,0.01994875531787993,0.026490725858122927,0.03009473579334507,43.194204259301046,56.17815053711006,12.983946277809011,0.23112092786379823,0.03399670910390052,0.0588840274580951
150,1.0043861865997314,1.0258933305740356,1.0143536960045327,103025.87619578838,1457.8761957883835,0.01435369600453276,0.01994846031045108,0.027496909632678503,0.03034904647406388,43.123996169636854,58.44038432012248,15.31638815048563,0.262085684902175,0.03438932626646096,0.05956406033157332
155,1.0066258907318115,1.024207353591919,1.0135488941087127,102944.13407683372,1376.134076833725,0.013548894108712635,0.019948343492847197,0.02848456628199857,0.030400223693975895,43.05287527124872,60.67528843541072,17.622413164161998,0.29043806166527225,0.03449125951303838,0.05974061389362585
160,1.0089012384414673,1.0224782228469849,1.0126308183154653,102850.88695466518,1282.886954665184,0.012630818315465343,0.019949261140472664,0.02945204779975792,0.030292539858428273,42.98079716800885,62.87880561463133,19.898008446622484,0.31645016555455047,0.03439935809571877,0.0595814359695407
165,1.0097423791885376,1.0205740928649902,1.011600363958526,102746.22576653957,1178.2257665395737,0.011600363958526047,0.019954787956335932,0.030328565163824827,0.030056898230827626,42.904637366037456,64.8976741215023,21.99303675546485,0.3388879039684718,0.03418248400097364,0.05920579901859662
170,1.0084112882614136,1.017979621887207,1.0104780307411678,102632.23262631893,1064.2326263189316,0.010478030741167805,0.019964179004734427,0.030630056217043452,0.029725836498714766,42.79554573860863,65.68520903618112,22.88966329757249,0.34847515343925095,0.033860646220104824,0.05864835963033662
