step,time_s,flap_tip_total_displacement_m,flap_tip_x_displacement_m,flap_tip_y_displacement_m
0,0.0,0.0,0.0,0.0
1,0.0005,3.273018194249744e-07,6.343471170566772e-08,-2.976507005314488e-07
2,0.001,9.779193987924373e-07,1.909676967670748e-07,-8.882256565811986e-07
3,0.0015,1.943779579960392e-06,3.840425222279009e-07,-1.762248643899511e-06
4,0.002,3.2134971661434975e-06,6.432412078538619e-07,-2.906681174863479e-06
5,0.0025,4.77451703773113e-06,9.695999096948071e-07,-4.306878054194385e-06
6,0.003,6.61298145132605e-06,1.3638172049468267e-06,-5.946843884885311e-06
7,0.0035,8.715324838703964e-06,1.826626316869806e-06,-7.810827810317278e-06
8,0.004,1.1069345418945886e-05,2.358551228098804e-06,-9.8844993772218e-06
9,0.0045000000000000005,1.3664483958564233e-05,2.9599527806567494e-06,-1.2155319382145535e-05
10,0.005,1.6492844224558212e-05,3.631401341408491e-06,-1.4613848179578781e-05
11,0.0055,1.954907384060789e-05,4.373025149106979e-06,-1.7253298210562207e-05
12,0.006,2.2830468878964894e-05,5.185092049941886e-06,-2.0070188838872127e-05
13,0.006500000000000001,2.633716030686628e-05,6.06785761192441e-06,-2.306413443875499e-05
14,0.007,3.0071085348026827e-05,7.021136298135389e-06,-2.6237359634251334e-05
15,0.0075,3.4036176657537e-05,8.045149115787353e-06,-2.959406810987275e-05
16,0.008,3.823703809757717e-05,9.139499525190331e-06,-3.313971683382988e-05
17,0.0085,4.2678406316554174e-05,1.0304281204298604e-05,-3.688002470880747e-05
18,0.009000000000000001,4.736472692457028e-05,1.1539447768882383e-05,-4.082030136487447e-05
19,0.0095,5.2298706577857956e-05,1.2844265256717335e-05,-4.496432302403264e-05
20,0.01,5.74818259337917e-05,1.4218722753867041e-05,-4.9314170610159636e-05
21,0.0105,6.291307363426313e-05,1.5662622899981216e-05,-5.386923658079468e-05
22,0.011,6.858916458440945e-05,1.717538179946132e-05,-5.862634861841798e-05
23,0.0115,7.450464181602001e-05,1.8756476492853835e-05,-6.357966776704416e-05
24,0.012,8.065164729487151e-05,2.0405615941854194e-05,-6.872077938169241e-05
25,0.0125,8.702109334990382e-05,2.2122183509054594e-05,-7.403948256978765e-05
26,0.013000000000000001,9.360210970044136e-05,2.390546796959825e-05,-7.952383020892739e-05
27,0.0135,0.00010038358595920727,2.575504004198592e-05,-8.516139496350661e-05
28,0.014,0.00010735418618423864,2.767008299997542e-05,-9.093942207982764e-05
29,0.0145,0.00011450284364400432,2.9650307624251582e-05,-9.684565156931058e-05
30,0.015,0.00012181951751699671,3.1694595236331224e-05,-0.00010286882752552629
31,0.0155,0.0001292952074436471,3.380203997949138e-05,-0.000108999120129738
32,0.016,0.00013692252105101943,3.597239265218377e-05,-0.00011522823479026556
33,0.0165,0.00014469520829152316,3.8204470911296085e-05,-0.00012154964497312903
34,0.017,0.00015260817599482834,4.0497408917872235e-05,-0.00012795803195331246
35,0.0175,0.00016065742238424718,4.2850268073379993e-05,-0.0001344494376098737
36,0.018000000000000002,0.00016883981879800558,4.526225529843941e-05,-0.0001410207332810387
37,0.0185,0.00017715225112624466,4.7732355596963316e-05,-0.00014766925596632063
38,0.019,0.00018559145973995328,5.025940481573343e-05,-0.0001543918770039454
39,0.0195,0.00019415422866586596,5.2842347940895706e-05,-0.0001611857587704435
40,0.02,0.0002028365124715492,5.54804464627523e-05,-0.00016804671031422913
41,0.0205,0.0002116333635058254,5.8172725402982906e-05,-0.0001749698567437008
42,0.021,0.00022053894645068794,6.0917704104213044e-05,-0.0001819491444621235
43,0.021500000000000002,0.00022954664018470794,6.371484050760046e-05,-0.00018897738482337445
44,0.022,0.00023864884860813618,6.656289770035073e-05,-0.0001960464724106714
45,0.0225,0.0002478375390637666,6.946079520275816e-05,-0.00020314739958848804
46,0.023,0.00025710411136969924,7.240749255288392e-05,-0.0002102707076119259
47,0.0235,0.00026643986348062754,7.540169463027269e-05,-0.00021740682132076472
48,0.024,0.0002758365299087018,7.844257925171405e-05,-0.00022454628197010607
49,0.0245,0.00028528569964691997,8.152875670930371e-05,-0.00023167986364569515
50,0.025,0.00029478000942617655,8.465944847557694e-05,-0.00023879898071754724
