step,inlet_flux,outlet_flux,flux_imbalance_abs,flux_imbalance_rel
0,0.0,0.0,0.0,0.0
5,2.3227934073551646,0.023805132829262575,2.298988274525902,0.9897515066325385
10,5.071840796337953,0.24101370402833808,4.830827092309614,0.952480033639392
15,7.454887642922156,0.738443141187819,6.716444501734337,0.9009451011795041
20,10.021465261948961,1.443190299536382,8.578274962412578,0.8559900910881656
25,12.541118565600318,2.309518378884956,10.231600186715362,0.8158443071242582
30,15.084711285883031,3.2894898894929323,11.7952213963901,0.7819321943157514
35,17.638029338234343,4.206537455231538,13.431491883002806,0.7615075145547618
40,20.201154858950908,5.116074868768852,15.085079990182056,0.7467434458826508
45,22.775590661042962,6.074303187549555,16.70128747349341,0.7332976659990871
50,25.360743234245753,7.077293154888645,18.28345007935711,0.7209351047199651
55,27.956738382859896,8.115149704488005,19.84158867837189,0.709724732787021
60,30.563795839010453,9.179984606522133,21.38381123248832,0.6996451404506127
65,33.1817378300069,10.265813871825678,22.915923958181224,0.6906185587862098
70,35.81095954209209,11.368474319437873,24.44248522265422,0.6825420356001519
75,38.451177820168255,12.503401684473708,25.947776135694546,0.6748239613634026
80,41.102685849631726,13.958125123616808,27.144560726014916,0.6604084420497335
85,43.76569378741551,17.157277515954572,26.608416271460936,0.6079742823387386
90,43.916152601126576,23.029760747307567,20.88639185381901,0.47559703245231943
95,43.67216705084575,28.369243325578996,15.302923725266755,0.3504044969293641
100,43.75055476089806,32.572228879085436,11.178325881812626,0.2555013517635032
105,43.648797521002265,36.4604264908003,7.188371030201964,0.16468657645707588
110,43.602621055575,39.87642613538645,3.726194920188547,0.08545804885076097
115,43.53031302954992,43.01449966324212,0.5158133663078033,0.011849521182116261
120,43.46708353298662,45.928179173315726,2.4610956403291055,0.05358574375530659
125,43.41441706034181,48.6763406897411,5.261923629399291,0.10810023010846993
130,43.34982062604085,51.30377788077887,7.953957254738015,0.15503648236630135
135,43.280505113393694,53.84264308399874,10.562137970605043,0.19616678093100448
140,43.21075812631052,56.31552063718235,13.10476251087183,0.23270250123940794
145,43.13826119639584,58.740687552274395,15.602426355878556,0.265615317185276
150,43.064662768256554,61.131223913474415,18.06656114521786,0.2955373700809492
155,42.98963838428979,63.49146484243485,20.50182645814506,0.3229068113174569
160,42.91360342486038,65.6941479847045,22.780544559844117,0.3467667251754005
165,42.83315644899245,66.69721033581757,23.864053886825126,0.3577968818586361
170,42.718864944338826,64.66590029373089,21.94703534939206,0.3393911667463438
175,42.50182745834219,61.39478351915069,18.8929560608085,0.30772901178021544
180,42.22650302533624,58.95093458144283,16.724431556106587,0.28370087217194473
185,42.09134765429917,56.516941189944724,14.425593535645554,0.2552437062572682
190,42.04708979017622,54.31264568030397,12.26555589012775,0.22583241409975635
195,41.96449635323751,52.407256319729754,10.442759966492247,0.19926171869754727
200,41.925301153205744,50.80480225638124,8.879501103175492,0.17477680669567414
205,41.90111735901465,49.42070006436053,7.519582705345883,0.1521545161350029
210,41.88408406071952,48.1142858513921,6.230201790672574,0.12948756653929042
215,41.87972004079302,46.85406598067212,4.9743459398791,0.1061667933350988
220,41.88111444303318,45.64592248500686,3.76480804197368,0.08247851805843757
225,41.88848291785588,44.480348057343775,2.5918651394878935,0.058269893395314215
230,41.90063126717715,43.3471355347967,1.4465042676195523,0.0333702388813761
235,41.91618999497379,42.21888482962419,0.3026948346503957,0.007169654903769521
240,41.9348154175629,40.97822000390626,0.9565954136566432,0.022811485018627443
245,41.95597203449904,39.28542160357436,2.6705504309246777,0.06365125872256684
250,41.989471282748596,36.650768246293964,5.338703036454632,0.12714384995478717
