step,rho_min,rho_max,rho_mean,mass_total,mass_total_delta_from_initial,mass_total_delta_rel
0,1.0,1.0,1.0,101568.0,0.0,0.0
5,0.9999823570251465,1.0019539594650269,1.0000659154397074,101574.6948993802,6.694899380207062,6.591543970745768e-05
10,0.9998047351837158,1.004794716835022,1.0002685629451094,101595.27740120888,27.277401208877563,0.0002685629451094593
15,0.9993902444839478,1.0070195198059082,1.0005689331488221,101625.78540205956,57.785402059555054,0.0005689331488220212
20,0.9988045692443848,1.0094428062438965,1.0009623883912961,101665.74786412716,97.74786412715912,0.0009623883912960688
25,0.9980795979499817,1.0118571519851685,1.0014402997470504,101714.28836470842,146.28836470842361,0.0014402997470504845
30,0.9972571134567261,1.0142618417739868,1.001996060999412,101770.73592358828,202.7359235882759,0.0019960609994119794
35,0.9964883923530579,1.0166847705841064,1.0026309101102333,101835.21627807617,267.2162780761719,0.002630910110233261
40,0.9957225322723389,1.0191066265106201,1.0033473112545883,101907.97970950603,339.97970950603485,0.0033473112545884024
45,0.9949128031730652,1.0215330123901367,1.0041438966535299,101988.88729530573,420.8872953057289,0.00414389665352994
50,0.9940633177757263,1.0239628553390503,1.0050188530654316,102077.75486814976,509.7548681497574,0.0050188530654316065
55,0.9931818842887878,1.0263968706130981,1.0059708386651407,102174.446141541,606.4461415410042,0.005970838665140637
60,0.9922756552696228,1.028834581375122,1.0069989438157554,102278.86872547865,710.8687254786491,0.006998943815755446
65,0.9913492202758789,1.0312761068344116,1.0081025898684268,102390.96384775639,822.9638477563858,0.008102589868426924
70,0.9904065132141113,1.033721923828125,1.0092814389379166,102510.69719004631,942.6971900463104,0.009281438937916572
75,0.9894515872001648,1.0361719131469727,1.0105350934193196,102638.02836841345,1070.0283684134483,0.010535093419319552
80,0.9885059595108032,1.038622260093689,1.0118581680129104,102772.41040873528,1204.4104087352753,0.01185816801291032
85,0.9876770377159119,1.0410573482513428,1.013206725068057,102909.38065171242,1341.3806517124176,0.013206725068057042
90,0.9869742393493652,1.0413663387298584,1.0143867226671979,103029.23064786196,1461.2306478619576,0.014386722667197913
95,0.9866271018981934,1.0405336618423462,1.0152557932096284,103117.50040471554,1549.500404715538,0.015255793209628407
100,0.9870297908782959,1.0398839712142944,1.015904737519078,103183.41238033772,1615.4123803377151,0.01590473751907801
105,0.9879316091537476,1.0386685132980347,1.0163514325013778,103228.78229629993,1660.7822962999344,0.01635143250137774
110,0.9891688823699951,1.0372545719146729,1.0166177495195523,103255.83158320189,1687.8315832018852,0.016617749519552274
115,0.9907053112983704,1.0356909036636353,1.016722024568059,103266.42259132862,1698.422591328621,0.016722024568059043
120,0.9924560785293579,1.0341300964355469,1.016676814629853,103261.83070832491,1693.8307083249092,0.016676814629852998
125,0.9943752288818359,1.0326803922653198,1.016491556618182,103243.0144225955,1675.014422595501,0.016491556618181916
130,0.9964251518249512,1.0311717987060547,1.0161716614831673,103210.52331352234,1642.5233135223389,0.016171661483167326
135,0.9985748529434204,1.0295740365982056,1.0157216495729247,103164.8165038228,1596.8165038228035,0.015721649572924577
140,1.0008074045181274,1.027936339378357,1.0151452223330775,103106.269941926,1538.2699419260025,0.015145222333077371
145,1.0031065940856934,1.0262497663497925,1.01444497191721,103035.14690768719,1467.1469076871872,0.014444971917210019
150,1.0054575204849243,1.0245177745819092,1.0136227961007573,102951.64015436172,1383.6401543617249,0.013622796100757372
155,1.0078476667404175,1.0227407217025757,1.0126800613105766,102855.88846719265,1287.8884671926498,0.012680061310576656
160,1.0095570087432861,1.0209134817123413,1.011619289643316,102748.14801049232,1180.1480104923248,0.011619289643316053
165,1.0083043575286865,1.0189106464385986,1.0104637748145726,102630.78468036652,1062.784680366516,0.010463774814572661
170,1.0069279670715332,1.0161985158920288,1.0093131725428122,102513.92030882835,945.9203088283539,0.009313172542812243
175,1.005460500717163,1.016893744468689,1.0082847084110649,102409.46126389503,841.4612638950348,0.00828470841106485
180,1.0014909505844116,1.018338680267334,1.0073766863899611,102317.23528325558,749.2352832555771,0.007376686389961179
185,0.9984303116798401,1.019345760345459,1.0065860905583006,102236.93604582548,668.9360458254814,0.00658609055830066
190,0.9960381388664246,1.0199923515319824,1.0059133459148997,102168.60671788454,600.6067178845406,0.005913345914899777
195,0.9943358898162842,1.0202865600585938,1.005340353346347,102110.40900868177,542.4090086817741,0.0053403533463470204
200,0.9930685758590698,1.0203359127044678,1.0048538913431553,102061.0000359416,493.0000359416008,0.004853891343155332
205,0.9921650886535645,1.0201749801635742,1.004440949507945,102019.05835962296,451.0583596229553,0.004440949507944976
210,0.9917274713516235,1.019862413406372,1.0040944023773768,101983.86026066542,415.8602606654167,0.0040944023773768976
215,0.9915374517440796,1.0194237232208252,1.0038119596690316,101955.17311966419,387.1731196641922,0.003811959669031508
220,0.9915331602096558,1.018884301185608,1.0035911228827001,101932.74316895008,364.7431689500809,0.0035911228827000714
225,0.9916554093360901,1.0182605981826782,1.0034295772287405,101916.33529996872,348.3352999687195,0.003429577228740543
230,0.9919362664222717,1.017561674118042,1.003325566611879,101905.77114963531,337.77114963531494,0.0033255666118788886
235,0.9922851324081421,1.0167946815490723,1.003278058198314,101900.94581508636,332.94581508636475,0.0032780581983140825
240,0.9927217960357666,1.0159662961959839,1.0032892110619622,101902.07858914137,334.07858914136887,0.0032892110619621227
245,0.9933788180351257,1.0150572061538696,1.0033729133503095,101910.58006316423,342.58006316423416,0.003372913350309489
250,0.9948015213012695,1.0140358209609985,1.0035692441260187,101930.52098739147,362.52098739147186,0.0035692441260187445
