metric,value
activation_feature_count,0
allowed_next_step,Step77
allowed_next_step_scope,minimal post-gate canonical driver 3-step rebaseline only
canonical_driver_module,src.mpm_lbm.sim.drivers.fsi_driver
driver_run_called_count,1
driver_run_required,True
gate_status,ready_for_step77_3step_rebaseline_only
has_inf_count,0
has_nan_count,0
legacy_driver_module_used_count,0
max_lbm_max_v,0.028745334595441818
max_mpm_max_speed,1.5669373273849487
max_rho_max,1.037545919418335
min_completed_lbm_steps,3
min_diagnostics_row_count,4
min_mpm_min_J,0.9998476505279541
min_rho_min,0.9631504416465759
min_total_mpm_substeps,3
missing_required_rows,[]
optional_row_count,0
physics_feature_expansion,False
post_gate_3step_rebaseline_matrix_pass,True
post_gate_simulation_allowed,True
previous_rebaseline_step,Step76
required_row_count,1
required_rows_present,"[""canonical_driver_moving_boundary_engineering_32_3step_rebaseline""]"
required_stable_count,1
row_count,1
runtime_code_changed,False
runtime_hard_fail_count,0
runtime_warning_count,0
slowest_elapsed_seconds,239.11242480002693
slowest_row_name,canonical_driver_moving_boundary_engineering_32_3step_rebaseline
solver_behavior_changed,False
stable_count,1
total_elapsed_seconds,239.11242480002693
