step,total_mpm_substeps,coupling_mode,rho_min,rho_max,lbm_max_v,fluid_mean_ux,projection_zone_fluid_mean_ux,far_field_fluid_mean_ux,solid_mean_vx_norm,mpm_min_J,mpm_max_speed,projected_mass,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count,bb_max_correction,active_reaction_particle_count,max_grid_reaction_norm,elapsed_seconds
0,0,moving_boundary,1.0,1.0,0.0,0.0,0.0,0.0,0.07812738418579102,1.0,0.078125,0.0,0,0.0,0.0,0,0.0,0,0.0,2.664622899959795
10,100,moving_boundary,0.9854516983032227,1.0152928829193115,0.012824387289583683,0.0002337609912501648,0.0005498286918736994,0.00017761593335308135,0.07960111647844315,0.9986472725868225,0.08957298845052719,0.026999978348612785,1584,0.0,0.4093005657196045,2458,0.0037625443655997515,3584,4.110157988179708e-06,57.029916499974206
