case,transfer_mode,policy,stable,global_rho_min,global_rho_max,rho_min,rho_max,lbm_max_v,mpm_min_J,mpm_max_speed,solid_slowdown,projection_zone_ux_final,area_scale_final,raw_area_scale_final,area_proxy_total,bb_link_count,active_reaction_particle_count,max_grid_reaction_norm,cell_force_max_norm
box_48,link_area_experimental,inverse_length,True,0.9897375702857971,1.0140706300735474,0.9897375702857971,1.0140706300735474,0.009917610324919224,0.9927747249603271,0.0614687018096447,-0.01423448696732521,0.0003744359128177166,0.7875820994377136,0.7875820994377136,4578.029296875,5964,8622,4.148145308136009e-06,0.0
