step,time_s,flap_tip_total_displacement_m,flap_tip_x_displacement_m,flap_tip_y_displacement_m
0,0.0,0.0,0.0,0.0
1,0.0005,3.043351739506761e-07,6.343471170566772e-08,-2.976507005314488e-07
2,0.001,9.098519058170496e-07,1.9095605807706306e-07,-8.895876817405224e-07
3,0.0015,1.8100471379511873e-06,3.838213160634041e-07,-1.7688843172436464e-06
4,0.002,2.995989689225098e-06,6.431364454329014e-07,-2.9261457257234724e-06
5,0.0025,4.455892394616967e-06,9.693205811345251e-07,-4.349183200247353e-06
6,0.003,6.176963324833196e-06,1.3632816262543201e-06,-6.024644335411722e-06
7,0.0035,8.145032552420162e-06,1.8257647980135516e-06,-7.937766895338427e-06
8,0.004,1.0345206646888983e-05,2.3573870748805348e-06,-1.0073033990920521e-05
9,0.0045000000000000005,1.2762231563101523e-05,2.958369577754638e-06,-1.2414611774147488e-05
10,0.005,1.5381179764517583e-05,3.6293058656156063e-06,-1.4946866031095851e-05
11,0.0055,1.8187256500823423e-05,4.370382612250978e-06,-1.7654348994255997e-05
12,0.006,2.1166770238778554e-05,5.182228051126003e-06,-2.0522589693428017e-05
13,0.006500000000000001,2.4306798877660185e-05,6.064761237212224e-06,-2.3538037567050196e-05
14,0.007,2.7595882784225978e-05,7.018167707428802e-06,-2.668853812792804e-05
15,0.0075,3.102429036516696e-05,8.042552508413792e-06,-2.996370858454611e-05
16,0.008,3.4583874366944656e-05,9.137741471931804e-06,-3.3354852348566055e-05
17,0.0085,3.826833562925458e-05,1.0304234820068814e-05,-3.6854962672805414e-05
18,0.009000000000000001,4.2073181248269975e-05,1.1541636013134848e-05,-4.0459155570715666e-05
19,0.0095,4.599558815243654e-05,1.2849714039475657e-05,-4.4164225982967764e-05
20,0.01,5.003452315577306e-05,1.4228420695872046e-05,-4.796879511559382e-05
21,0.0105,5.419064109446481e-05,1.5677664123359136e-05,-5.187327042222023e-05
22,0.011,5.846577187185176e-05,1.719712781778071e-05,-5.587937994278036e-05
23,0.0115,6.286303687375039e-05,1.8786697182804346e-05,-5.999017957947217e-05
24,0.012,6.738630327163264e-05,2.044602297246456e-05,-6.420960562536493e-05
25,0.0125,7.204011490102857e-05,2.217490691691637e-05,-6.854233652120456e-05
26,0.013000000000000001,7.682920841034502e-05,2.3972663257154636e-05,-7.29934181435965e-05
27,0.0135,8.175843686331064e-05,2.583884634077549e-05,-7.75680091464892e-05
28,0.014,8.683255146024749e-05,2.7773274268838577e-05,-8.227111538872123e-05
29,0.0145,9.205544483847916e-05,2.977541953441687e-05,-8.710700058145449e-05
30,0.015,9.74304712144658e-05,3.1844876502873376e-05,-9.20793172554113e-05
31,0.0155,0.00010295992979081348,3.39808757416904e-05,-9.719077934278175e-05
32,0.016,0.00010864493378903717,3.618316259235144e-05,-0.00010244266741210595
33,0.0165,0.00011448531586211175,3.845087485387921e-05,-0.0001078351415344514
34,0.017,0.00012047975178575143,4.078380516148172e-05,-0.00011336689203744754
35,0.0175,0.00012662529479712248,4.3181004002690315e-05,-0.00011903514678124338
36,0.018000000000000002,0.00013291771756485105,4.564191840472631e-05,-0.00012483562750276178
37,0.0185,0.0001393515121890232,4.816602449864149e-05,-0.0001307626807829365
38,0.019,0.00014591981016565114,5.075259832665324e-05,-0.0001368092343909666
39,0.0195,0.00015261481166817248,5.3400814067572355e-05,-0.00014296725566964597
40,0.02,0.00015942806203383952,5.611013693851419e-05,-0.00014922788250260055
41,0.0205,0.00016634981147944927,5.887965744477697e-05,-0.0001555809867568314
42,0.021,0.00017337041208520532,6.170878623379394e-05,-0.0001620164402993396
43,0.021500000000000002,0.0001804795174393803,6.4596846641507e-05,-0.00016852330008987337
44,0.022,0.00018766694120131433,6.754298374289647e-05,-0.00017509091412648559
45,0.0225,0.00019492238061502576,7.05464044585824e-05,-0.0001817083975765854
46,0.023,0.00020223602768965065,7.360630115726963e-05,-0.00018836538947653025
47,0.0235,0.0002095984382322058,7.672174979234114e-05,-0.00019505199452396482
48,0.024,0.00021700092474929988,7.989221921889111e-05,-0.00020175885583739728
49,0.0245,0.00022443546913564205,8.311674901051447e-05,-0.00020847753330599517
50,0.025,0.000231894722674042,8.639427687739953e-05,-0.0002152003435185179
