metric,value
output_guard_pass,True
pass_count,27
private_absolute_path_count,0
protected_diagnostics_edit_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
protected_sim_edit_count,0
row_count,27
step85_dense_displacement_output_count,0
step85_dense_wall_velocity_output_count,0
step85_displaced_particle_output_count,0
step85_driver_run_dir_count,0
step85_forbidden_file_count,0
step85_large_file_count,0
step85_particle_npy_count,0
step85_raw_geometry_output_count,0
step85_real_geometry_candidate_output_count,0
step85_sparse_wall_velocity_output_count,0
step85_total_size_bytes,520552
step85_total_size_mb,0.49643707275390625
step85_vtr_count,0
