case,geometry_type,quality_kind,pass,severity,vertices_count,faces_count,bounds_min_x,bounds_min_y,bounds_min_z,bounds_max_x,bounds_max_y,bounds_max_z,bounds_span_x,bounds_span_y,bounds_span_z,has_finite_vertices,has_valid_face_indices,duplicate_vertex_count,degenerate_face_count,zero_area_face_count,boundary_edge_count,nonmanifold_edge_count,is_watertight_proxy,surface_area,volume_signed,volume_abs,orientation_consistent_proxy,euler_characteristic,stable,notes
mesh_cube,mesh,mesh,True,ok,8,12,0.05,0.05,0.05,0.95,0.95,0.95,0.8999999999999999,0.8999999999999999,0.8999999999999999,True,True,0,0,0,0,0,True,4.859999999999999,-0.7289999999999999,0.8099999999999999,True,2,True,diagnostic proxy only; no production mesh repair or automatic remeshing
mesh_ellipsoid,mesh,mesh,True,ok,114,224,0.05,0.17857142857142855,0.26428571428571423,0.95,0.8214285714285714,0.7357142857142857,0.8999999999999999,0.6428571428571428,0.4714285714285714,True,True,0,0,0,0,0,True,1.3506765992797967,-0.1338748998891997,0.21991672770228632,True,2,True,diagnostic proxy only; no production mesh repair or automatic remeshing
