metric,value
artifact_budget_pass,True
output_guard_pass,True
pass_count,31
private_absolute_path_count,0
protected_diagnostics_edit_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
protected_sim_edit_count,0
row_count,31
step89_dense_displacement_output_count,0
step89_dense_wall_velocity_output_count,0
step89_displaced_particle_output_count,0
step89_driver_run_dir_count,0
step89_forbidden_file_count,0
step89_large_file_count,0
step89_particle_npy_count,0
step89_raw_geometry_output_count,0
step89_real_geometry_candidate_output_count,0
step89_sparse_wall_velocity_output_count,0
step89_total_size_bytes,568727
step89_total_size_mb,0.5423803329467773
step89_vtr_count,0
