extension,forbidden,pass,path,size_bytes
.log,False,True,logs/step86_activation_guard.log,53
.log,False,True,logs/step86_focused_pytest.log,202
.log,False,True,logs/step86_full_pytest_anaconda.log,2498
.log,False,True,logs/step86_full_pytest_taichi.log,2500
.log,False,True,logs/step86_output_guard.log,49
.log,False,True,logs/step86_squid_proxy_static_geometry_quality.log,78
.log,False,True,logs/step86_squid_proxy_static_geometry_smoke_matrix.log,273
.log,False,True,logs/step86_step31_reference_guard.log,58
.log,False,True,logs/step86_step84_regression_guard.log,59
.log,False,True,logs/step86_step85_regression_guard.log,59
.csv,False,True,outputs/step86_activation_guard/activation_guard.csv,1701
.json,False,True,outputs/step86_activation_guard/activation_guard.json,4839
.csv,False,True,outputs/step86_activation_guard/activation_guard_summary.csv,437
.csv,False,True,outputs/step86_driver_runs/canonical_driver_squid_proxy_static_geometry_32_3step_smoke/diagnostics_timeseries.csv,1434
.npz,False,True,outputs/step86_driver_runs/canonical_driver_squid_proxy_static_geometry_32_3step_smoke/diagnostics_timeseries.npz,9184
.json,False,True,outputs/step86_driver_runs/canonical_driver_squid_proxy_static_geometry_32_3step_smoke/driver_config.json,1522
.json,False,True,outputs/step86_driver_runs/canonical_driver_squid_proxy_static_geometry_32_3step_smoke/driver_timing.json,436
.dat,False,True,outputs/step86_driver_runs/canonical_driver_squid_proxy_static_geometry_32_3step_smoke/geo_all_fluid_32.dat,98304
.json,False,True,outputs/step86_driver_runs/canonical_driver_squid_proxy_static_geometry_32_3step_smoke/geometry_quality_report.json,1219
.csv,False,True,outputs/step86_output_guard/output_guard.csv,3005
.json,False,True,outputs/step86_output_guard/output_guard.json,7352
.csv,False,True,outputs/step86_output_guard/output_guard_summary.csv,785
.csv,False,True,outputs/step86_squid_proxy_static_geometry_quality/squid_proxy_static_geometry_quality.csv,4396
.json,False,True,outputs/step86_squid_proxy_static_geometry_quality/squid_proxy_static_geometry_quality.json,10016
.csv,False,True,outputs/step86_squid_proxy_static_geometry_quality/squid_proxy_static_geometry_quality_summary.csv,230
.csv,False,True,outputs/step86_squid_proxy_static_geometry_smoke_matrix/squid_proxy_static_geometry_smoke_matrix.csv,2832
.json,False,True,outputs/step86_squid_proxy_static_geometry_smoke_matrix/squid_proxy_static_geometry_smoke_matrix.json,6028
.csv,False,True,outputs/step86_squid_proxy_static_geometry_smoke_matrix/squid_proxy_static_geometry_smoke_matrix_summary.csv,1698
.csv,False,True,outputs/step86_step31_reference_guard/step31_reference_guard.csv,497
.json,False,True,outputs/step86_step31_reference_guard/step31_reference_guard.json,1547
.csv,False,True,outputs/step86_step31_reference_guard/step31_reference_guard_summary.csv,331
.csv,False,True,outputs/step86_step84_regression_guard/step84_regression_guard.csv,851
.json,False,True,outputs/step86_step84_regression_guard/step84_regression_guard.json,2198
.csv,False,True,outputs/step86_step84_regression_guard/step84_regression_guard_summary.csv,561
.csv,False,True,outputs/step86_step85_regression_guard/step85_regression_guard.csv,1007
.json,False,True,outputs/step86_step85_regression_guard/step85_regression_guard.json,2461
.csv,False,True,outputs/step86_step85_regression_guard/step85_regression_guard_summary.csv,530
