step,time_s,total_displacement_m,x_displacement_m,y_displacement_m,z_displacement_m
0,0.0,0.0,0.0,0.0,0.0
1,0.0005,4.173977728942625e-06,1.0859966278076171e-06,-3.8874149322509765e-06,1.0633468627929687e-06
2,0.001,1.1283384337626115e-05,2.9146671295166015e-06,-1.0309219360351561e-05,3.5411119461059573e-06
3,0.0015,2.0821614835603243e-05,5.350112915039064e-06,-1.8674731254577637e-05,7.494688034057618e-06
4,0.002,3.359544303924728e-05,8.584260940551758e-06,-2.990603446960449e-05,1.26725435256958e-05
5,0.0025,5.010976455443717e-05,1.2762546539306643e-05,-4.461944103240967e-05,1.8900036811828615e-05
6,0.003,6.943373643880757e-05,1.7739534378051758e-05,-6.17903470993042e-05,2.623558044433594e-05
7,0.0035,9.037885458161814e-05,2.3330450057983396e-05,-8.01229476928711e-05,3.4703612327575685e-05
8,0.004,0.0001128761770307587,2.9586553573608398e-05,-9.956955909729004e-05,4.417657852172852e-05
9,0.0045000000000000005,0.00013727902567576663,3.664016723632813e-05,-0.00012052118778228761,5.456805229187012e-05
10,0.005,0.0001631277016356374,4.44483757019043e-05,-0.00014246463775634767,6.586968898773194e-05
11,0.0055,0.00018946952419728595,5.286693572998047e-05,-0.00016435384750366211,7.80487060546875e-05
12,0.006,0.0002158308642662862,6.184935569763185e-05,-0.0001856386661529541,9.108185768127441e-05
13,0.006500000000000001,0.0002422089900035201,7.142305374145509e-05,-0.00020625054836273196,0.00010499835014343264
14,0.007,0.0002684797844227288,8.157253265380859e-05,-0.00022599399089813234,0.00011980831623077392
15,0.0075,0.00029431712288888233,9.223461151123047e-05,-0.0002444469928741455,0.000135502815246582
16,0.008,0.0003194700040201597,0.00010337233543395999,-0.0002612292766571045,0.00015210032463073731
17,0.0085,0.0003438606966710679,0.00011496663093566896,-0.0002761298418045044,0.0001696324348449707
18,0.009000000000000001,0.0003675433711866128,0.0001269984245300293,-0.0002890908718109131,0.00018811166286468507
19,0.0095,0.00039065137180133234,0.00013949155807495118,-0.00030021250247955325,0.00020741999149322512
20,0.01,0.0004134121096573057,0.00015248298645019533,-0.00030963301658630375,0.0002275651693344116
21,0.0105,0.00043585952986819183,0.00016596674919128418,-0.0003172802925109864,0.00024851918220520025
22,0.011,0.0004580277734336117,0.0001799166202545166,-0.0003230923414230346,0.00027024209499359135
23,0.0115,0.0004801951278973005,0.00019435524940490724,-0.0003273093700408936,0.00029271483421325687
24,0.012,0.0005026720269109015,0.0002093207836151123,-0.0003302633762359619,0.000315895676612854
25,0.0125,0.0005255525232872671,0.00022480964660644533,-0.0003320485353469849,0.00033972024917602536
26,0.013000000000000001,0.000548849130753839,0.0002407920360565186,-0.0003326636552810669,0.0003641283512115479
27,0.0135,0.0005726895705589213,0.0002572596073150635,-0.0003323042392730713,0.00038905620574951176
28,0.014,0.0005972366136162425,0.00027421236038208005,-0.0003312420845031738,0.0004144608974456787
29,0.0145,0.000622553859598221,0.0002916169166564941,-0.0003295928239822388,0.0004403424263000488
30,0.015,0.0006486269373651765,0.00030942916870117186,-0.0003273993730545044,0.00046666920185089116
31,0.0155,0.0006754615781922075,0.0003276157379150391,-0.0003247863054275513,0.0004933863878250123
32,0.016,0.0007030934162850017,0.00034613609313964837,-0.00032189369201660154,0.0005204945802688599
33,0.0165,0.0007315920794635216,0.00036492228507995606,-0.00031877338886260987,0.0005481261014938354
34,0.017,0.0007608961515554393,0.0003838956356048584,-0.00031541943550109867,0.0005762791633605956
35,0.0175,0.0007910035634156693,0.00040300965309143067,-0.00031194925308227546,0.0006049442291259766
36,0.018000000000000002,0.0008219306282089724,0.00042222142219543456,-0.00030850052833557133,0.0006341344118118287
37,0.0185,0.0008538127279386635,0.0004415190219879151,-0.00030508577823638915,0.0006640630960464478
38,0.019,0.0008866258491655246,0.00046083807945251464,-0.0003016096353530884,0.0006948131322860719
39,0.0195,0.0009204280704577494,0.00048016190528869633,-0.0002982032299041748,0.0007264345884323121
40,0.02,0.0009552191307525296,0.0004994809627532959,-0.00029505968093872074,0.0007588821649551392
41,0.0205,0.0009909275225267807,0.0005187594890594483,-0.00029218435287475586,0.0007921200990676881
42,0.021,0.0010275296512993954,0.0005379569530487062,-0.00028954327106475833,0.0008261865377426148
43,0.021500000000000002,0.0010650204324560522,0.0005570626258850098,-0.0002872616052627564,0.000861063599586487
44,0.022,0.0011033305613490248,0.0005760705471038819,-0.00028546690940856934,0.0008966547250747681
45,0.0225,0.0011424050390240654,0.0005949509143829346,-0.000284155011177063,0.0009329408407211303
46,0.023,0.0011821919339816127,0.0006136727333068848,-0.00028330266475677494,0.0009699088335037232
47,0.0235,0.001222597102584013,0.0006322264671325684,-0.0002829837799072266,0.0010074490308761598
48,0.024,0.0012635857650494864,0.0006506037712097169,-0.0002832090854644776,0.0010455411672592163
49,0.0245,0.0013051193800022762,0.000668768882751465,-0.00028384447097778325,0.0010842126607894897
50,0.025,0.0013471473475727383,0.0006867074966430663,-0.00028488993644714355,0.0011234217882156372
