actual,artifact_path,check,expected,pass,summary_key
True,outputs/step90_first_user_simulation_dry_run_matrix/first_user_simulation_dry_run_matrix.json,step90_first_user_simulation_dry_run_matrix_pass,True,True,step90_first_user_simulation_dry_run_matrix_pass
True,outputs/step90_first_user_simulation_dry_run_quality/first_user_simulation_dry_run_quality.json,step90_first_user_simulation_dry_run_quality_pass,True,True,step90_first_user_simulation_dry_run_quality_pass
True,outputs/step90_activation_guard/activation_guard.json,step90_activation_guard_pass,True,True,step90_activation_guard_pass
True,outputs/step90_output_guard/output_guard.json,step90_output_guard_pass,True,True,output_guard_pass
True,outputs/step90_artifact_manifest/artifact_summary.json,step90_artifact_budget_pass,True,True,artifact_budget_pass
