step,total_mpm_substeps,coupling_mode,rho_min,rho_max,lbm_max_v,fluid_mean_ux,projection_zone_fluid_mean_ux,far_field_fluid_mean_ux,solid_mean_vx_norm,mpm_min_J,mpm_max_speed,projected_mass,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count,bb_max_correction,active_reaction_particle_count,max_grid_reaction_norm,elapsed_seconds
0,0,moving_boundary,1.0,1.0,0.0,0.0,0.0,0.0,0.031249286606907845,1.0,0.03125,0.0,0,0.0,0.0,0,0.0,0,0.0,4.831193800026085
5,25,moving_boundary,0.9944227337837219,1.0048424005508423,0.005786342546343803,0.0014410639414563775,0.0004935286124236882,0.0004534214676823467,0.031244240701198578,0.9999929070472717,0.031896285712718964,0.6058259606361389,68947,0.0,0.41662609577178955,313294,0.0010191848268732429,4096,4.215896296955179e-06,120.95229900005506
