row_name,component_name,rho_min_global,rho_max_global,rho_span_global,lbm_max_v_global,bb_link_count_min,bb_link_count_max,bb_max_correction_global,hydro_force_max_norm_global,impulse_proxy_max_norm,max_applied_velocity_norm,wall_velocity_cap_lbm,has_nan,has_inf,envelope_pass
engineering_static_48_40step,static,0.998961,1.001039,0.0020780000000000243,0.0,3888,3888,0.0,0.0,0.0,0.0,0.01,False,False,True
engineering_runtime_geometry_plus_wall_velocity_48_40step,runtime_geometry_plus_wall_velocity,0.9982878216689931,1.0017121783310068,0.0034243566620136834,0.007021783310068709,3864,3888,0.007021783310068709,4.58601088618242e-05,0.001834404354472968,0.007021783310068709,0.01,False,False,True
