metric,value
canonical_driver_module,src.mpm_lbm.sim.drivers.fsi_driver
driver_run_called_count,3
driver_run_required,True
duration_ramp_matrix_pass,True
has_inf_count,0
has_nan_count,0
legacy_driver_module_used_count,0
max_lbm_max_v,0.027245832607150078
max_mpm_max_speed,3.1284618377685547
max_rho_max,1.0341906547546387
min_completed_lbm_steps,3
min_diagnostics_row_count,4
min_mpm_min_J,0.9998660087585449
min_rho_min,0.9671249985694885
min_total_mpm_substeps,3
missing_required_rows,[]
optional_row_count,0
physics_feature_expansion,False
required_row_count,3
required_rows_present,"[""canonical_driver_moving_boundary_engineering_16_3step"", ""canonical_driver_moving_boundary_engineering_16_5step"", ""canonical_driver_penalty_16_5step""]"
required_stable_count,3
row_count,3
runtime_code_changed,False
runtime_warning_count,0
slowest_elapsed_seconds,299.3498921999999
slowest_row_name,canonical_driver_moving_boundary_engineering_16_5step
solver_behavior_changed,False
stable_count,3
total_elapsed_seconds,630.0434217000002
