row_name,coupling_mode,reaction_transfer_mode,driver_run_called,stable,runtime_warning,canonical_driver_module,legacy_driver_module_used_as_implementation,n_grid,n_particles,completed_lbm_steps,total_mpm_substeps,diagnostics_row_count,rho_min_min,rho_max_max,lbm_max_v_max,mpm_min_J_min,bb_link_count_max,elapsed_seconds,has_nan,has_inf,pass
canonical_driver_moving_boundary_engineering_32_1step,moving_boundary,engineering,True,True,False,src.mpm_lbm.sim.drivers.fsi_driver,False,32,1024,1,1,2,0.980000376701355,1.0200003385543823,0.020408157259225845,0.9999732971191406,2272,216.48096530001203,False,False,True
