row_name,coupling_mode,reaction_transfer_mode,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,completed_lbm_steps,total_mpm_substeps,diagnostics_row_count,canonical_driver_module,legacy_driver_module_used_as_implementation,driver_run_called,initialized,rho_min_final,rho_max_final,rho_min_min,rho_max_max,lbm_max_v_max,mpm_min_J_min,mpm_max_speed_max,projected_mass_final,active_cell_count_final,cell_force_max_norm_max,hydro_force_max_norm_max,bb_link_count_final,bb_link_count_max,bb_max_correction_max,active_reaction_particle_count_final,max_grid_reaction_norm_max,has_nan,has_inf,generated_file_count,geo_path_name,diagnostics_csv_exists,diagnostics_npz_exists,driver_config_exists,elapsed_seconds,runtime_warning,runtime_hard_limit_exceeded,soft_rho_min_warning,soft_rho_max_warning,stable,notes
canonical_driver_moving_boundary_engineering_32_3step,moving_boundary,engineering,32,1024,3,1,3,3,4,src.mpm_lbm.sim.drivers.fsi_driver,False,True,True,0.9631504416465759,1.037545919418335,0.9631504416465759,1.037545919418335,0.028745334595441818,0.9998476505279541,1.5669374465942383,0.02699999511241913,1320,0.0,0.41414010524749756,2272,2272,0.006872159894555807,892,4.051990254083648e-05,False,False,4,geo_all_fluid_32.dat,True,True,True,238.40363110000908,False,False,False,False,True,controlled canonical 32^3 moving-boundary 3-step duration probe completed
