case,reaction_transfer_mode,step_index,driver_lbm_step,requested_phase,selected_phase,report_pass,finite_pass,cap_pass,applied_cell_count,max_applied_velocity_norm,mean_applied_velocity_norm,after_solid_vel_norm_max,wall_velocity_cap_lbm,lbm_population_update_count,apply_to_lbm_solid_vel,apply_to_lbm_populations,modify_bounceback_formula
experimental_48_moving_boundary_scale_0025,engineering,0,0,0.0,0.0,True,True,True,2136,0.0002503418397502837,0.0001608819289805718,0.0002503418397502837,0.01,0,True,False,False
experimental_48_moving_boundary_scale_0025,engineering,1,1,0.025,0.0,True,True,True,2136,0.0002503418397502837,0.0001608819289805718,0.0010339630137540334,0.01,0,True,False,False
experimental_48_moving_boundary_scale_0025,engineering,2,2,0.05,0.0,True,True,True,2136,0.0002503418397502837,0.0001608819289805718,0.0017501783445196934,0.01,0,True,False,False
experimental_48_moving_boundary_scale_0025,engineering,3,3,0.075,0.1,True,True,True,2136,0.002924725396106878,0.0018795718044314297,0.004241807289412631,0.01,0,True,False,False
experimental_48_moving_boundary_scale_0025,engineering,4,4,0.1,0.1,True,True,True,2136,0.002924725396106878,0.0018795718044314297,0.004421290054014658,0.01,0,True,False,False
experimental_48_moving_boundary_scale_0025,engineering,5,5,0.125,0.1,True,True,True,2136,0.002924725396106878,0.0018795718044314297,0.0045887109375948735,0.01,0,True,False,False
experimental_48_moving_boundary_scale_0025,engineering,6,6,0.15,0.1,True,True,True,2136,0.002924725396106878,0.0018795718044314297,0.004659433268223693,0.01,0,True,False,False
experimental_48_moving_boundary_scale_0025,engineering,7,7,0.175,0.2,True,True,True,2136,0.0035108916550343544,0.002256270955215192,0.0050184544116297905,0.01,0,True,False,False
experimental_48_moving_boundary_scale_0025,engineering,8,8,0.2,0.2,True,True,True,2136,0.0035108916550343544,0.002256270955215192,0.00478590347972688,0.01,0,True,False,False
experimental_48_moving_boundary_scale_0025,engineering,9,9,0.225,0.2,True,True,True,2136,0.0035108916550343544,0.002256270955215192,0.004437184489899122,0.01,0,True,False,False
