step,total_mpm_substeps,reaction_transfer_mode,area_policy,area_scale,raw_area_scale,area_proxy_total,area_weighted_hydro_sum_x,area_weighted_hydro_sum_y,area_weighted_hydro_sum_z,bb_link_count,active_reaction_particle_count,max_grid_reaction_norm,net_grid_reaction_force_x,net_grid_reaction_force_y,net_grid_reaction_force_z,cell_force_max_norm,hydro_force_max_norm,rho_min,rho_max,lbm_max_v,mpm_min_J,mpm_max_speed
0,0,link_area_experimental,inverse_length,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.01953125
5,25,link_area_experimental,inverse_length,0.777285635471344,0.777285635471344,8619.669921875,-1.9783357381820679,-2.2696485757478513e-05,-0.08419200778007507,11186,16570,2.0407289866852807e-06,0.0049292705953121185,1.3570351953262616e-08,0.004478260409086943,0.0,0.4023546278476715,0.992273211479187,1.0027772188186646,0.005351947154849768,0.9955477118492126,0.04163375496864319
