metric,value
artifact_budget_pass,True
file_count,6870
large_file_count,0
private_absolute_path_count,0
protected_external_taichi_lbm3d_step100_file_count,0
protected_real_geometry_candidates_step100_file_count,0
protected_sim_or_diagnostics_step100_file_count,0
raw_geometry_file_count,0
step100_file_count,78
step100_ggui_screenshot_count,1
step100_ggui_video_count,0
step100_particle_npy_count,0
step100_required_driver_run_dir_count,1
step100_total_size_bytes,718268
step100_total_size_mb,0.6849937438964844
step100_vtr_count,0
