case,geometry_type,geometry_source,mode,reaction_transfer_mode,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,completed_lbm_steps,total_mpm_substeps,rho_min,rho_max,lbm_max_v,mpm_min_J,mpm_max_speed,projected_mass,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count,active_reaction_particle_count,area_scale_final,stable,notes
mesh_cube,mesh,configs/step20_mesh_cube_geometry.json,none,engineering,48,4096,10,10,10,100,1.0,1.0000003576278687,0.0,0.9997403025627136,0.015627849847078323,0.7478495836257935,61750,0.0,0.0,0,0,1.0,True,Step 21 imported geometry scale validation; no new FSI physics
mesh_cube,mesh,configs/step20_mesh_cube_geometry.json,penalty,engineering,48,4096,10,10,10,100,0.9999989867210388,1.0000016689300537,4.472249202081002e-06,0.9997426271438599,0.015625,0.7478507161140442,61750,2.9724842534051277e-06,2.9724842534051277e-06,0,0,1.0,True,Step 21 imported geometry scale validation; no new FSI physics
mesh_cube,mesh,configs/step20_mesh_cube_geometry.json,moving_boundary,engineering,48,4096,10,10,10,100,0.9953314065933228,1.0047023296356201,0.004038825631141663,0.9997392296791077,0.017535073682665825,0.747849702835083,61747,0.0,0.41749873757362366,244258,4096,1.0,True,Step 21 imported geometry scale validation; no new FSI physics
mesh_cube,mesh,configs/step20_mesh_cube_geometry.json,moving_boundary,link_area_experimental,48,4096,10,10,10,100,0.9953309893608093,1.0047023296356201,0.004038866143673658,0.9997392892837524,0.017535077407956123,0.7478504180908203,61747,0.0,0.4174991548061371,244258,4096,0.7770301699638367,True,Step 21 imported geometry scale validation; no new FSI physics
