step,inlet_mean_ux,inlet_max_ux,mid_mean_ux,mid_max_ux,outlet_mean_ux,outlet_max_ux,outlet_to_mid_mean_ux_ratio,outlet_to_inlet_mean_ux_ratio,rho_min,rho_max,mass_total,has_nan,has_inf
24,0.02000000700354576,0.020000005140900612,0.0,0.0,1.3029200829350884e-07,2.2910532493369828e-07,0.0,6.514598133411135e-06,0.9999999403953552,1.024692177772522,3861.21630859375,False,False
25,0.02000000700354576,0.020000005140900612,0.0,0.0,1.361826207357808e-07,1.9930298833514826e-07,0.0,6.809128652386835e-06,0.9999999403953552,1.024355173110962,3862.119384765625,False,False
26,0.02000000700354576,0.020000005140900612,0.0,0.0,1.4039684970157396e-07,2.384185791015625e-07,0.0,7.019840026890155e-06,0.9999999403953552,1.0243841409683228,3863.019287109375,False,False
27,0.02000000700354576,0.020000005140900612,0.0,0.0,1.4244577073441178e-07,2.551823854446411e-07,0.0,7.122286042657778e-06,0.9999999403953552,1.0241658687591553,3863.91748046875,False,False
28,0.02000000700354576,0.020000005140900612,0.0,0.0,1.5445984047346428e-07,2.551823854446411e-07,0.0,7.722989319257758e-06,0.9999999403953552,1.024207353591919,3864.81396484375,False,False
29,0.02000000700354576,0.020000005140900612,1.5599649350050981e-09,1.4901155864777138e-08,1.5359837846062874e-07,2.6635825634002686e-07,98.46271221482729,7.679916233699198e-06,0.9999999403953552,1.024368166923523,3865.71044921875,False,False
30,0.02000000700354576,0.020000005140900612,1.7019914366755984e-08,4.097817907222634e-08,1.728534755329747e-07,2.942979335784912e-07,10.155954478278657,8.64267075018173e-06,0.9999999403953552,1.0244743824005127,3866.60546875,False,False
31,0.02000000700354576,0.020000005140900612,1.1904624130920638e-07,1.8812707480719837e-07,1.7199199930928444e-07,3.1106176834327925e-07,1.4447495142879705,8.599596954080682e-06,0.9999998807907104,1.024522066116333,3867.49853515625,False,False
32,0.02000000700354576,0.020000005140900612,4.785595706380263e-07,7.227053515634907e-07,1.8731225281953812e-07,3.166497037909721e-07,0.39140843546355,9.365609361353219e-06,0.9999999403953552,1.024531602859497,3868.3896484375,False,False
33,0.02000000700354576,0.020000005140900612,1.6591930034337565e-06,2.4065288926067296e-06,1.9173603504896164e-07,3.557652519248222e-07,0.11555981410972525,9.586798395369019e-06,0.9999998807907104,1.0245558023452759,3869.279296875,False,False
34,0.02000000700354576,0.020000005140900612,5.032778972235974e-06,7.260518032126129e-06,2.0714942650101875e-07,3.967434736296127e-07,0.0411600484829132,1.0357467698100987e-05,0.9999998807907104,1.024595856666565,3870.16796875,False,False
35,0.02000000700354576,0.020000005140900612,1.396107290929649e-05,1.994278318306897e-05,2.1341256228879502e-07,3.7252908668961027e-07,0.01528625798857382,1.0670624377829444e-05,0.9999998807907104,1.0246500968933105,3871.055908203125,False,False
36,0.02000000700354576,0.020000005140900612,3.5559689422370866e-05,5.0354872655589134e-05,2.3220199807383324e-07,3.9860611877884367e-07,0.00652992199441858,1.1610095838099788e-05,0.9999998807907104,1.0246903896331787,3871.94189453125,False,False
37,0.02000000700354576,0.020000005140900612,8.349687414010987e-05,0.00011723738862201571,2.418179008145671e-07,3.986060619354248e-07,0.002896131182213966,1.2090890806773003e-05,0.9999998807907104,1.024723768234253,3872.826171875,False,False
38,0.02000000700354576,0.020000005140900612,0.00018128131341654807,0.00025221111718565226,2.5939661441043427e-07,4.284083843231201e-07,0.0014309065260046572,1.2969826178783156e-05,0.9999998807907104,1.0247466564178467,3873.708984375,False,False
39,0.02000000700354576,0.020000005140900612,0.0003652068553492427,0.0005029998137615621,2.605374902486801e-07,4.023314090773056e-07,0.0007133970417930173,1.3026869950720015e-05,0.9999998807907104,1.0247749090194702,3874.5908203125,False,False
40,0.02000000700354576,0.020000005140900612,0.0006846411270089447,0.0009324077400378883,2.7548520620257477e-07,4.3958425521850586e-07,0.0004023789914668325,1.3774255486697308e-05,0.9999998807907104,1.0247968435287476,3875.4716796875,False,False
41,0.02000000700354576,0.020000005140900612,0.0011968883918598294,0.0016094910679385066,2.761836981335364e-07,4.3958425521850586e-07,0.00023075142177991892,1.3809180071015591e-05,0.9999998807907104,1.024815559387207,3876.35107421875,False,False
42,0.02000000700354576,0.020000005140900612,0.001953881699591875,0.0025895661674439907,2.922723183473863e-07,4.5076018295731046e-07,0.00014958547306545523,1.4613610800014717e-05,0.9999998211860657,1.0248222351074219,3877.228759765625,False,False
43,0.02000000700354576,0.020000005140900612,0.002980811521410942,0.0038851145654916763,2.886168601889949e-07,4.377216100692749e-07,9.682492774732048e-05,1.4430837956098045e-05,0.9999997615814209,1.0248385667800903,3878.10546875,False,False
44,0.02000000700354576,0.020000005140900612,0.004251752980053425,0.005436176899820566,2.9774383847325225e-07,4.5821070671081543e-07,7.00284893948639e-05,1.4887186710507943e-05,0.9999998211860657,1.024874210357666,3878.98046875,False,False
45,0.02000000700354576,0.020000005140900612,0.0056733922101557255,0.00709698349237442,2.8843061272709747e-07,4.302710294723511e-07,5.0839180871505536e-05,1.4421525586264153e-05,0.9999997615814209,1.0249464511871338,3879.8544921875,False,False
46,0.02000000700354576,0.020000005140900612,0.007090029306709766,0.008655537851154804,3.0084046898082306e-07,4.470348358154297e-07,4.243148454917072e-05,1.504201818166802e-05,0.9999998211860657,1.0250366926193237,3880.7275390625,False,False
47,0.02000000700354576,0.020000005140900612,0.008316588588058949,0.009889849461615086,2.9481014962584595e-07,4.544854164123535e-07,3.544844698090966e-05,1.474050231950317e-05,0.9999997019767761,1.0251288414001465,3881.59912109375,False,False
48,0.02000000700354576,0.020000005140900612,0.009192689321935177,0.010727647691965103,3.0687078833580017e-07,4.4889748096466064e-07,3.338204714517645e-05,1.5343534043832867e-05,0.9999995827674866,1.0251948833465576,3882.46923828125,False,False
49,0.02000000700354576,0.020000005140900612,0.00963697861880064,0.011722039431333542,2.908753344854631e-07,4.414469003677368e-07,3.0183249957408713e-05,1.4543761631378148e-05,0.9999997615814209,1.0252395868301392,3883.33837890625,False,False
50,0.02000000700354576,0.020000005140900612,0.009677143767476082,0.012178456410765648,2.9914082233517547e-07,4.4330954551696777e-07,3.091209860295328e-05,1.4957035879144512e-05,0.9999996423721313,1.025270700454712,3884.206298828125,False,False
51,0.02000000700354576,0.020000005140900612,0.009439793415367603,0.012130835093557835,2.838671093741141e-07,4.4517219066619873e-07,3.0071326445766266e-05,1.4193350498516718e-05,0.9999996423721313,1.0253146886825562,3885.0732421875,False,False
52,0.02000000700354576,0.020000005140900612,0.00910243671387434,0.011726665310561657,3.0384398996829987e-07,4.4330954551696777e-07,3.338051112238631e-05,1.5192194178453637e-05,0.9999997019767761,1.0253734588623047,3885.938720703125,False,False
53,0.02000000700354576,0.020000005140900612,0.008827301673591137,0.011253814212977886,2.891291046580591e-07,4.5262277126312256e-07,3.275396212220253e-05,1.4456450170582438e-05,0.9999997019767761,1.0254466533660889,3886.80322265625,False,False
54,0.02000000700354576,0.020000005140900612,0.008706425316631794,0.010946288704872131,3.006774988989491e-07,4.6193599700927734e-07,3.453512641113087e-05,1.5033869680427742e-05,0.9999997019767761,1.0255138874053955,3887.666259765625,False,False
55,0.02000000700354576,0.020000005140900612,0.008741939440369606,0.011057774536311626,2.7993229423373123e-07,4.5821070671081543e-07,3.202176086247239e-05,1.3996609810391697e-05,0.9999996423721313,1.0255719423294067,3888.528564453125,False,False
56,0.02000000700354576,0.020000005140900612,0.008867854252457619,0.011503749527037144,2.979533633151732e-07,4.842877388000488e-07,3.3599262553576477e-05,1.489766294893545e-05,0.9999997615814209,1.02561616897583,3889.38916015625,False,False
57,0.02000000700354576,0.020000005140900612,0.008997850120067596,0.011768590658903122,2.7937349500462005e-07,4.5262277126312256e-07,3.104891627184842e-05,1.3968669858720073e-05,0.9999995827674866,1.0256599187850952,3890.249267578125,False,False
58,0.02000000700354576,0.020000005140900612,0.009072011336684227,0.01180440653115511,3.0214431490094285e-07,4.805623916581681e-07,3.3305107730539395e-05,1.5107210454845155e-05,0.9999996423721313,1.0257055759429932,3891.107421875,False,False
59,0.02000000700354576,0.020000005140900612,0.009079060517251492,0.011683033779263496,2.7765054255723953e-07,4.414469003677368e-07,3.0581417761195053e-05,1.3882522266517978e-05,0.9999997615814209,1.025760531425476,3891.965087890625,False,False
60,0.02000000700354576,0.020000005140900612,0.009047264233231544,0.011591829359531403,2.990011012116156e-07,4.861503839492798e-07,3.3048786185922745e-05,1.4950049825412877e-05,0.9999996423721313,1.0258164405822754,3892.8212890625,False,False
61,0.02000000700354576,0.020000005140900612,0.009015667252242565,0.011686738580465317,2.7546192882255127e-07,4.600733518600464e-07,3.055369293426758e-05,1.3773091618103693e-05,0.9999998211860657,1.0258737802505493,3893.676513671875,False,False
62,0.02000000700354576,0.020000005140900612,0.009007075801491737,0.011768044903874397,3.029126673936844e-07,4.7124922275543213e-07,3.363052272120509e-05,1.5145628066029257e-05,0.9999997615814209,1.0259253978729248,3894.530517578125,False,False
63,0.02000000700354576,0.020000005140900612,0.009018996730446815,0.011838005855679512,2.8240029337212036e-07,4.6566128730773926e-07,3.1311719231339584e-05,1.4120009724099305e-05,0.9999996423721313,1.0259759426116943,3895.3837890625,False,False
64,0.02000000700354576,0.020000005140900612,0.00903414748609066,0.011978654190897942,3.112945705652237e-07,4.861503839492798e-07,3.445754799160689e-05,1.5564723077848667e-05,0.9999998211860657,1.0260220766067505,3896.235595703125,False,False
65,0.02000000700354576,0.020000005140900612,0.009038396179676056,0.012083644047379494,2.918764892001491e-07,4.6193599700927734e-07,3.229295147035812e-05,1.4593819349583372e-05,0.9999998807907104,1.0260692834854126,3897.08642578125,False,False
66,0.02000000700354576,0.020000005140900612,0.009031717665493488,0.012093201279640198,3.333203437705379e-07,5.196779397920182e-07,3.690553182857111e-05,1.6666011352468237e-05,0.9999998807907104,1.0261142253875732,3897.93603515625,False,False
67,0.02000000700354576,0.020000005140900612,0.009025262668728828,0.012051159515976906,3.507128099045076e-07,5.457550287246704e-07,3.8859014166942144e-05,1.7535634354644497e-05,0.9999998807907104,1.026162028312683,3898.78466796875,False,False
68,0.02000000700354576,0.020000005140900612,0.009029518812894821,0.012041584588587284,4.516215597050177e-07,6.798653089390427e-07,5.0016127001149686e-05,2.2581070077873005e-05,0.9999998807907104,1.0262089967727661,3899.632080078125,False,False
69,0.02000000700354576,0.020000005140900612,0.00904427282512188,0.012137874029576778,6.182352194628038e-07,9.424984455108643e-07,6.83565424680201e-05,3.0911750148547354e-05,0.9999998807907104,1.0262587070465088,3900.478515625,False,False
70,0.02000000700354576,0.020000005140900612,0.00905899703502655,0.012224886566400528,1.105410092350212e-06,1.691281795501709e-06,0.00012202345227359623,5.527048526304196e-05,0.9999998807907104,1.0263049602508545,3901.32373046875,False,False
71,0.02000000700354576,0.020000005140900612,0.009062247350811958,0.012281653471291065,2.2346853256749455e-06,3.3713877201080322e-06,0.0002465928416172311,0.00011173422715695862,0.9999998807907104,1.0263490676879883,3902.16796875,False,False
72,0.02000000700354576,0.020000005140900612,0.009051786735653877,0.012311906553804874,4.777545200340683e-06,7.152557373046875e-06,0.0005278013435206685,0.00023887717636767233,0.9999998807907104,1.0263866186141968,3903.01123046875,False,False
73,0.02000000700354576,0.020000005140900612,0.00903630442917347,0.012331492267549038,9.964662240236066e-06,1.4662744433735497e-05,0.001102736446999884,0.0004982329375419444,0.9999998807907104,1.0264222621917725,3903.8525390625,False,False
74,0.02000000700354576,0.020000005140900612,0.009028122760355473,0.012357049621641636,2.013330777117517e-05,2.9396265745162964e-05,0.002230065796134837,0.0010066650360475262,0.9999998807907104,1.0264545679092407,3904.69287109375,False,False
75,0.02000000700354576,0.020000005140900612,0.009032863192260265,0.012395343743264675,3.916539571946487e-05,5.655735731124878e-05,0.004335878324053819,0.0019582691002318804,0.9999998807907104,1.0264887809753418,3905.5302734375,False,False
76,0.02000000700354576,0.020000005140900612,0.009045378305017948,0.012441148050129414,7.337327406276017e-05,0.00010490044951438904,0.008111686608182673,0.0036686624184557523,0.9999998807907104,1.0265223979949951,3906.364501953125,False,False
77,0.02000000700354576,0.020000005140900612,0.009054403752088547,0.012483158148825169,0.00013241446868050843,0.0001872330904006958,0.014624316775134405,0.006620721115599256,0.9999998807907104,1.0265576839447021,3907.19384765625,False,False
78,0.02000000700354576,0.020000005140900612,0.009052234701812267,0.012513861991465092,0.00023022989626042545,0.00032187439501285553,0.0254334872928486,0.011511490781958648,0.9999998211860657,1.0265902280807495,3908.01513671875,False,False
79,0.02000000700354576,0.020000005140900612,0.009040378034114838,0.012534688226878643,0.000385692052077502,0.0005328692495822906,0.04266326591897503,0.019284595850847623,0.9999998211860657,1.026623010635376,3908.823974609375,False,False
80,0.02000000700354576,0.020000005140900612,0.009027665480971336,0.012570224702358246,0.0006225636461749673,0.000849435105919838,0.06896175400907548,0.03112817140836972,0.9999998807907104,1.0266543626785278,3909.6142578125,False,False
81,0.02000000700354576,0.020000005140900612,0.00902228057384491,0.012594593688845634,0.0009681613300926983,0.0013033171417191625,0.10730782779016475,0.048408049553235404,0.9999998211860657,1.026689887046814,3910.37744140625,False,False
82,0.02000000700354576,0.020000005140900612,0.009025541134178638,0.012618832290172577,0.001450278447009623,0.0019245296716690063,0.1606860381498449,0.07251389695776136,0.9999998211860657,1.0267283916473389,3911.10205078125,False,False
83,0.02000000700354576,0.020000005140900612,0.009031540714204311,0.012647268362343311,0.00209208601154387,0.0027340168599039316,0.23164220565972227,0.10460426394715604,0.9999998807907104,1.0267727375030518,3911.77490234375,False,False
84,0.02000000700354576,0.020000005140900612,0.009033020585775375,0.01268709171563387,0.0029053993057459593,0.0037361192516982555,0.3216420551859692,0.1452699144170733,0.9999998807907104,1.0268189907073975,3912.38037109375,False,False
85,0.02000000700354576,0.020000005140900612,0.009027088060975075,0.01271652989089489,0.0038835983723402023,0.004911015275865793,0.4302160725704397,0.19417985061963663,0.9999997615814209,1.0268669128417969,3912.90283203125,False,False
86,0.02000000700354576,0.020000005140900612,0.009017089381814003,0.01273679081350565,0.004996476229280233,0.006211526691913605,0.5541118666692281,0.2498237239814175,0.9999998211860657,1.026911735534668,3913.328857421875,False,False
87,0.02000000700354576,0.020000005140900612,0.009008720517158508,0.012753413058817387,0.00618950929492712,0.0075670937076210976,0.6870575331023132,0.309475356375115,0.9999998807907104,1.0269556045532227,3913.6494140625,False,False
88,0.02000000700354576,0.020000005140900612,0.009005306288599968,0.01277269795536995,0.007389537990093231,0.008894498459994793,0.8205759752389348,0.3694767701222882,0.9999998807907104,1.0269968509674072,3913.861572265625,False,False
89,0.02000000700354576,0.020000005140900612,0.009005335159599781,0.012796711176633835,0.008516747504472733,0.010115077719092369,0.9457446450945016,0.42583722610511165,0.9999998807907104,1.0270386934280396,3913.970703125,False,False
90,0.02000000700354576,0.020000005140900612,0.009004771709442139,0.012819141149520874,0.009500247426331043,0.01136329397559166,1.055023684428264,0.47501220497806645,0.9999998807907104,1.0270799398422241,3913.989013671875,False,False
91,0.02000000700354576,0.020000005140900612,0.009000547230243683,0.012840169481933117,0.01029282808303833,0.012490065768361092,1.1435780313948378,0.5146412239362483,0.9999998807907104,1.0271233320236206,3913.935546875,False,False
92,0.02000000700354576,0.020000005140900612,0.008993038907647133,0.012856129556894302,0.010879984125494957,0.013342613354325294,1.209822868245714,0.5439990157786478,0.9999998807907104,1.0271661281585693,3913.831787109375,False,False
93,0.02000000700354576,0.020000005140900612,0.008984878659248352,0.012868366204202175,0.011280303820967674,0.013913746923208237,1.255476478734255,0.5640149935431429,0.9999998807907104,1.027209997177124,3913.697265625,False,False
94,0.02000000700354576,0.020000005140900612,0.00897856242954731,0.012880807742476463,0.011537207290530205,0.014239881187677383,1.2849726647289013,0.576860162523183,0.9999998807907104,1.027251958847046,3913.5478515625,False,False
95,0.02000000700354576,0.020000005140900612,0.008974309079349041,0.012892239727079868,0.011704938486218452,0.01445070281624794,1.3042718255774048,0.5852467193708136,0.9999998807907104,1.027294635772705,3913.3935546875,False,False
96,0.02000000700354576,0.020000005140900612,0.008970694616436958,0.01290405448526144,0.011833788827061653,0.014663809910416603,1.3191608156383634,0.5916892341569513,0.9999998807907104,1.0273356437683105,3913.238037109375,False,False
97,0.02000000700354576,0.020000005140900612,0.008966019377112389,0.012916606850922108,0.011959093622863293,0.015058472752571106,1.3338242000002078,0.5979544717530894,0.9999998211860657,1.0273774862289429,3913.080078125,False,False
98,0.02000000700354576,0.020000005140900612,0.008959950879216194,0.012926997616887093,0.012096983380615711,0.015398981049656868,1.3501171539540784,0.6048489572264181,0.9999998807907104,1.027418613433838,3912.915771484375,False,False
99,0.02000000700354576,0.020000005140900612,0.008953186683356762,0.012933711521327496,0.01224691141396761,0.015660803765058517,1.3678829501828227,0.6123453562689443,0.9999998807907104,1.0274605751037598,3912.741943359375,False,False
100,0.02000000700354576,0.020000005140900612,0.008946752175688744,0.012937312945723534,0.012398785911500454,0.01583532802760601,1.3858421098543465,0.6199390784864375,0.9999998807907104,1.0275018215179443,3912.55615234375,False,False
101,0.02000000700354576,0.020000005140900612,0.008940905332565308,0.012949341908097267,0.01254099328070879,0.01593749225139618,1.4026536255820699,0.6270494444569655,0.9999998211860657,1.0275436639785767,3912.35791015625,False,False
102,0.02000000700354576,0.020000005140900612,0.008935356512665749,0.012961125001311302,0.012666064314544201,0.016024664044380188,1.417521986569895,0.6333029939588851,0.9999998211860657,1.0275839567184448,3912.147705078125,False,False
103,0.02000000700354576,0.020000005140900612,0.008929562754929066,0.012972426600754261,0.012772473506629467,0.01619228906929493,1.4303582221401756,0.638623451700045,0.9999998807907104,1.027624487876892,3911.92822265625,False,False
104,0.02000000700354576,0.020000005140900612,0.008923370391130447,0.012982664629817009,0.012862983159720898,0.01636432111263275,1.4414938073742072,0.6431489327698958,0.9999998807907104,1.0276634693145752,3911.70068359375,False,False
105,0.02000000700354576,0.020000005140900612,0.008916870690882206,0.012991474010050297,0.012941454537212849,0.01651967316865921,1.4513448703978529,0.6470725002705491,0.9999998807907104,1.027702808380127,3911.466064453125,False,False
106,0.02000000700354576,0.020000005140900612,0.008910324424505234,0.012996816076338291,0.013010604307055473,0.016661500558257103,1.460171783563079,0.6505299875519468,0.9999998211860657,1.0277410745620728,3911.2255859375,False,False
107,0.02000000700354576,0.020000005140900612,0.008903799578547478,0.012999572791159153,0.013071578927338123,0.016808858141303062,1.468089977994603,0.6535787174984834,0.9999998807907104,1.0277798175811768,3910.97998046875,False,False
108,0.02000000700354576,0.020000005140900612,0.008897358551621437,0.013001692481338978,0.01312541775405407,0.0169365294277668,1.475203868418017,0.6562706578916243,0.9999998211860657,1.0278170108795166,3910.7294921875,False,False
109,0.02000000700354576,0.020000005140900612,0.008890947327017784,0.013004690408706665,0.013174270279705524,0.017051292583346367,1.4817622684223526,0.658713283318845,0.9999998211860657,1.0278538465499878,3910.47509765625,False,False
110,0.02000000700354576,0.020000005140900612,0.008884626440703869,0.013008692301809788,0.013221720233559608,0.01715138368308544,1.4881571354520722,0.6610857801807547,0.9999998807907104,1.0278884172439575,3910.21630859375,False,False
111,0.02000000700354576,0.020000005140900612,0.008878392167389393,0.013016410171985626,0.013271123170852661,0.017252689227461815,1.4947664983303963,0.6635559261804184,0.9999998807907104,1.027922511100769,3909.953125,False,False
112,0.02000000700354576,0.020000005140900612,0.00887239258736372,0.01302523072808981,0.013323681429028511,0.017380712553858757,1.5017010685487955,0.6661838381689758,0.9999998211860657,1.0279550552368164,3909.685546875,False,False
113,0.02000000700354576,0.020000005140900612,0.008866799995303154,0.013031049631536007,0.013377286493778229,0.01752053201198578,1.5086938355285258,0.6688640904678982,0.9999998211860657,1.027988076210022,3909.4130859375,False,False
114,0.02000000700354576,0.020000005140900612,0.00886205118149519,0.013036249205470085,0.01342750620096922,0.017659198492765427,1.5151691099468187,0.671375074948158,0.9999998211860657,1.0280203819274902,3909.13525390625,False,False
115,0.02000000700354576,0.020000005140900612,0.00885874591767788,0.013043530285358429,0.013470074161887169,0.01778273470699787,1.5205396211903146,0.6735034722487391,0.9999998211860657,1.0280535221099854,3908.8525390625,False,False
116,0.02000000700354576,0.020000005140900612,0.00885783415287733,0.013055246323347092,0.013503575697541237,0.017881816253066063,1.5244782713791056,0.6751785484448688,0.9999998211860657,1.0280863046646118,3908.56591796875,False,False
117,0.02000000700354576,0.020000005140900612,0.008860522881150246,0.013072623871266842,0.013530334457755089,0.017957337200641632,1.5270356658679067,0.6765164859870461,0.9999998211860657,1.0281201601028442,3908.27685546875,False,False
118,0.02000000700354576,0.020000005140900612,0.008868567645549774,0.013094688765704632,0.013555186800658703,0.018019283190369606,1.5284527719040022,0.6777591026970906,0.9999998807907104,1.0281537771224976,3907.98486328125,False,False
119,0.02000000700354576,0.020000005140900612,0.008884169161319733,0.01312430202960968,0.013582495041191578,0.018080398440361023,1.5288424606239617,0.6791245142455983,0.9999999403953552,1.028188943862915,3907.69091796875,False,False
120,0.02000000700354576,0.020000005140900612,0.008910303935408592,0.013167425990104675,0.013613778166472912,0.018148383125662804,1.527869112564524,0.6806886699619331,0.9999997615814209,1.0282245874404907,3907.39404296875,False,False
121,0.02000000700354576,0.020000005140900612,0.008950568735599518,0.01322999782860279,0.013646918348968029,0.018222039565443993,1.5246984579526772,0.6823456785064422,0.9999998807907104,1.0282618999481201,3907.09375,False,False
122,0.02000000700354576,0.020000005140900612,0.009009284898638725,0.013315936550498009,0.013677951879799366,0.018293293192982674,1.5182061654933414,0.6838973545046474,0.9999998807907104,1.0282989740371704,3906.789794921875,False,False
123,0.02000000700354576,0.020000005140900612,0.009091055952012539,0.013429288752377033,0.013703553006052971,0.018353035673499107,1.5073664795803328,0.6851774103690812,0.9999998807907104,1.0283372402191162,3906.482666015625,False,False
124,0.02000000700354576,0.020000005140900612,0.00920043420046568,0.013573912903666496,0.013723278418183327,0.018397364765405655,1.4915903009760914,0.6861636806302295,0.9999998807907104,1.0283745527267456,3906.1728515625,False,False
125,0.02000000700354576,0.020000005140900612,0.009341217577457428,0.013753198087215424,0.013739457353949547,0.01842915639281273,1.470842236573754,0.6869726271352659,0.9999998211860657,1.0284119844436646,3905.86083984375,False,False
126,0.02000000700354576,0.020000005140900612,0.009516017511487007,0.013969799503684044,0.013755666092038155,0.018456198275089264,1.4455276144073261,0.6877830637558997,0.9999998807907104,1.028448462486267,3905.547119140625,False,False
127,0.02000000700354576,0.020000005140900612,0.009725665673613548,0.014224600046873093,0.013774251565337181,0.01848571188747883,1.4162785384148815,0.6887123370954406,0.9999999403953552,1.0284849405288696,3905.2314453125,False,False
128,0.02000000700354576,0.020000005140900612,0.009968793950974941,0.01451526116579771,0.013795184902846813,0.018521077930927277,1.3838368984943914,0.6897590036044033,0.9999998807907104,1.0285208225250244,3904.913818359375,False,False
129,0.02000000700354576,0.020000005140900612,0.010241345502436161,0.01483639795333147,0.013816336169838905,0.01856090873479843,1.349074315142707,0.6908165665836734,0.9999998211860657,1.028557300567627,3904.59326171875,False,False
130,0.02000000700354576,0.020000005140900612,0.010536466725170612,0.015179295092821121,0.013835227116942406,0.01860217936336994,1.3130803216880447,0.6917611136080896,0.9999998807907104,1.0285935401916504,3904.27001953125,False,False
