row_name,n_grid,n_lbm_steps,completed_lbm_steps,bc_x_left,bc_x_right,target_u_lbm,pressure_outlet_policy,inlet_plane_mean_ux_final,inlet_plane_max_ux_final,mid_duct_plane_mean_ux_final,mid_duct_plane_max_ux_final,outlet_plane_mean_ux_final,outlet_plane_max_ux_final,outlet_to_mid_mean_ux_ratio_final,outlet_to_inlet_mean_ux_ratio_final,rho_min_final,rho_max_final,mass_total_final,has_nan,has_inf,direct_quantitative_equivalence_allowed,validation_claim_allowed,stable
duct_only_lbm_outlet_boundary_flow_48,48,160,160,2,1,"[0.02, 0.0, 0.0]",interior_neighbor_velocity_extrapolation,0.02000000700354576,0.020000005140900612,0.013426314108073711,0.019427120685577393,0.014053558930754662,0.019373983144760132,1.0467175739843422,0.7026777004759616,0.9999998211860657,1.029547929763794,3893.8583984375,False,False,False,False,True
