step,total_mpm_substeps,coupling_mode,rho_min,rho_max,lbm_max_v,fluid_mean_ux,projection_zone_fluid_mean_ux,far_field_fluid_mean_ux,solid_mean_vx_norm,mpm_min_J,mpm_max_speed,projected_mass,active_cell_count,cell_force_max_norm,hydro_force_max_norm,bb_link_count,bb_max_correction,active_reaction_particle_count,max_grid_reaction_norm,elapsed_seconds
0,0,penalty,1.0,1.0,0.0,0.0,0.0,0.0,0.07812326401472092,1.0,0.078125,0.0,0,0.0,0.0,0,0.0,0,0.0,2.9922865999978967
5,25,penalty,0.999998152256012,1.0000027418136597,5.3036005738249514e-06,4.868965106652468e-07,4.2625056266842876e-06,1.0026131036511288e-08,0.07778674364089966,0.9999959468841553,0.07785310596227646,0.09944106638431549,5294,4.981099209544482e-06,4.981099209544482e-06,0,0.0,0,3.9023385056680127e-07,96.34429919999093
