case,transfer_mode,reaction_transfer_mode,mode,geometry_type,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,completed_lbm_steps,total_mpm_substeps,rho_min_global,rho_max_global,rho_span_global,lbm_max_v_global,mpm_min_J_global,mpm_max_speed_global,solid_vx_initial,solid_vx_final,solid_vx_drift,projection_zone_ux_initial,projection_zone_ux_final,bb_link_count_min,bb_link_count_max,active_reaction_particle_count_min,active_reaction_particle_count_max,cell_force_max_norm,hydro_force_max_norm,max_grid_reaction_norm,area_scale_initial,area_scale_final,area_scale_min,area_scale_max,area_scale_mean,raw_area_scale_initial,raw_area_scale_final,raw_area_scale_min,raw_area_scale_max,area_proxy_total_initial,area_proxy_total_final,area_proxy_total_min,area_proxy_total_max,estimated_memory_mb,stable,well_behaved,elapsed_seconds,notes
squid_proxy_48_link_area_long,link_area_experimental,link_area_experimental,moving_boundary,squid_proxy,48,4096,30,10,30,300,0.9910463094711304,1.0120291709899902,0.020982861518859863,0.007718042470514774,0.9939621686935425,0.06264490634202957,0.026041535660624504,0.026792623102664948,0.0007510874420404434,0.0,0.00025520147755742073,6606,6668,3275,3299,0.0,0.4203343689441681,1.0526796359044965e-05,1.0,0.8085690140724182,0.7840836644172668,1.0,0.8480134308338165,1.0,0.8085690140724182,0.7840836644172668,1.0,0.0,5226.96533203125,0.0,5226.96533203125,26.15625,True,True,103.23680830001831,Step 19 48^3 procedural squid_proxy link-area long-run
