metric,value
artifact_budget_pass,True
output_guard_pass,True
pass_count,43
private_absolute_path_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
row_count,43
step103_ansys_proprietary_file_count,0
step103_fluent_run_output_count,0
step103_forbidden_file_count,0
step103_ggui_screenshot_count,1
step103_ggui_video_count,0
step103_large_file_count,0
step103_optional_driver_run_dir_count,0
step103_particle_npy_count,0
step103_required_driver_run_dir_count,1
step103_total_size_bytes,1049759
step103_total_size_mb,1.0011281967163086
step103_vtr_count,0
