candidate_id,geometry_type,particle_count_first,particle_count_second,geometry_volume_first,geometry_volume_second,mass_sum_first,mass_sum_second,sampled_position_hash_first,sampled_position_hash_second,vol0_hash_first,vol0_hash_second,mass_hash_first,mass_hash_second,relative_mass_error,reproducibility_pass
real_candidate_smoke_mesh,mesh,4096,4096,0.6058261265361857,0.6058261265361857,0.6058262586593628,0.6058262586593628,2e15ba3e403665ff10dc4d13ae868aaa4481a64155cb249ae8eeeb83f1b088e8,2e15ba3e403665ff10dc4d13ae868aaa4481a64155cb249ae8eeeb83f1b088e8,3a543aa817649bf25eeb089b42cb482d6f93cfb013d85029523b33af3c88ce46,3a543aa817649bf25eeb089b42cb482d6f93cfb013d85029523b33af3c88ce46,3a543aa817649bf25eeb089b42cb482d6f93cfb013d85029523b33af3c88ce46,3a543aa817649bf25eeb089b42cb482d6f93cfb013d85029523b33af3c88ce46,0.0,True
real_candidate_smoke_voxel,voxel,4096,4096,0.09944105598543468,0.09944105598543468,0.0994410589337349,0.0994410589337349,4ee9cf0961092f74b14d09233559ef7ded2100f8b1e0bc7c896232aa740d4d40,4ee9cf0961092f74b14d09233559ef7ded2100f8b1e0bc7c896232aa740d4d40,0d777e06ff546f71450116b73f89bd669c9ae2457d698d75866e39e20a286758,0d777e06ff546f71450116b73f89bd669c9ae2457d698d75866e39e20a286758,0d777e06ff546f71450116b73f89bd669c9ae2457d698d75866e39e20a286758,0d777e06ff546f71450116b73f89bd669c9ae2457d698d75866e39e20a286758,0.0,True
