metric,value
artifact_budget_pass,True
output_guard_pass,True
pass_count,44
private_absolute_path_count,0
protected_diagnostics_edit_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
protected_sim_edit_count,0
row_count,44
step100_dense_displacement_output_count,0
step100_dense_wall_velocity_output_count,0
step100_displaced_particle_output_count,0
step100_forbidden_file_count,0
step100_ggui_screenshot_count,1
step100_ggui_video_count,0
step100_large_file_count,0
step100_optional_driver_run_dir_count,0
step100_particle_npy_count,0
step100_raw_geometry_output_count,0
step100_real_geometry_candidate_output_count,0
step100_required_driver_run_dir_count,1
step100_sparse_wall_velocity_output_count,0
step100_total_size_bytes,1128572
step100_total_size_mb,1.0762901306152344
step100_vtr_count,0
