metric,value
artifact_budget_pass,True
output_guard_pass,True
pass_count,28
private_absolute_path_count,0
protected_diagnostics_edit_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
protected_sim_edit_count,0
row_count,28
step102_ansys_proprietary_file_count,0
step102_driver_run_dir_count,0
step102_fluent_run_output_count,0
step102_forbidden_file_count,0
step102_ggui_screenshot_count,0
step102_ggui_video_count,0
step102_large_file_count,0
step102_particle_npy_count,0
step102_total_size_bytes,599106
step102_total_size_mb,0.5713520050048828
step102_vtr_count,0
