step,time_s,total_displacement_m,x_displacement_m,y_displacement_m,z_displacement_m
0,0.0,0.0,0.0,0.0,0.0
1,0.0005,8.36548588218355e-07,1.6689300537109377e-07,-7.927417755126954e-07,2.086162567138672e-07
2,0.001,2.5088812114721577e-06,4.947185516357422e-07,-2.372264862060547e-06,6.496906280517578e-07
3,0.0015,5.009156935017921e-06,9.775161743164064e-07,-4.729628562927247e-06,1.329183578491211e-06
4,0.002,8.324343483239859e-06,1.6093254089355469e-06,-7.846951484680176e-06,2.2649765014648438e-06
5,0.0025,1.2435153563470378e-05,2.390146255493164e-06,-1.170337200164795e-05,3.4570693969726562e-06
6,0.003,1.732002060925449e-05,3.319978713989258e-06,-1.627206802368164e-05,4.9173831939697266e-06
7,0.0035,2.295652620272338e-05,4.392862319946289e-06,-2.1526217460632326e-05,6.657838821411133e-06
8,0.004,2.93129461897333e-05,5.614757537841797e-06,-2.743005752563477e-05,8.678436279296875e-06
9,0.0045000000000000005,3.6362087116864715e-05,6.985664367675781e-06,-3.395378589630127e-05,1.0979175567626954e-05
10,0.005,4.4077732842596216e-05,8.505582809448243e-06,-4.1064620018005374e-05,1.3571977615356446e-05
11,0.0055,5.2428460099709126e-05,1.017451286315918e-05,-4.872977733612061e-05,1.6450881958007812e-05
12,0.006,6.138941556811524e-05,1.1992454528808595e-05,-5.691945552825928e-05,1.9621849060058596e-05
13,0.006500000000000001,7.093682522054159e-05,1.3959407806396485e-05,-6.560683250427246e-05,2.308487892150879e-05
14,0.007,8.105567689524599e-05,1.608133316040039e-05,-7.477104663848877e-05,2.684593200683594e-05
15,0.0075,9.172872818007017e-05,1.8358230590820312e-05,-8.439421653747559e-05,3.08990478515625e-05
16,0.008,0.0001029415220228303,2.0784139633178714e-05,-9.445846080780029e-05,3.5250186920166014e-05
17,0.0085,0.00011468827507616875,2.3365020751953125e-05,-0.00010495483875274659,3.989934921264649e-05
18,0.009000000000000001,0.0001269674268535256,2.6100873947143557e-05,-0.00011588037014007569,4.484653472900391e-05
19,0.0095,0.00013977248216809907,2.8991699218750002e-05,-0.00012722909450531007,5.0085783004760746e-05
20,0.01,0.000153114097470742,3.203749656677246e-05,-0.00013900697231292725,5.5629014968872074e-05
21,0.0105,0.00016699372949704498,3.523826599121094e-05,-0.00015121698379516602,6.147027015686035e-05
22,0.011,0.0001814175184524452,3.859400749206543e-05,-0.00016386508941650392,6.760954856872558e-05
23,0.0115,0.000196396846442383,4.210472106933594e-05,-0.000176963210105896,7.404685020446778e-05
24,0.012,0.00021194252184188864,4.5770406723022466e-05,-0.0001905202865600586,8.078813552856446e-05
25,0.0125,0.0002280607304658041,4.9591064453125e-05,-0.00020454525947570802,8.782744407653809e-05
26,0.013000000000000001,0.0002447611306485559,5.356073379516602e-05,-0.00021905004978179933,9.516477584838868e-05
27,0.0135,0.0002620528682742087,5.768537521362305e-05,-0.00023404061794281007,0.00010280609130859376
28,0.014,0.00027994043748506527,6.195902824401855e-05,-0.00024952590465545656,0.00011074542999267578
29,0.0145,0.0002984289246865976,6.638169288635254e-05,-0.00026550889015197754,0.00011898875236511232
30,0.015,0.0003175133789103191,7.0953369140625e-05,-0.00028198659420013427,0.00012753009796142578
31,0.0155,0.0003371938435086784,7.567405700683595e-05,-0.0002989590167999268,0.00013636946678161622
32,0.016,0.00035745846184364667,8.053779602050782e-05,-0.0003164142370223999,0.0001455068588256836
33,0.0165,0.000378298306952568,8.555054664611817e-05,-0.0003343433141708374,0.0001549363136291504
34,0.017,0.00039969741735439233,9.070038795471192e-05,-0.00035272836685180665,0.00016466379165649416
35,0.0175,0.00042163906819619567,9.59932804107666e-05,-0.000371551513671875,0.00017468333244323732
36,0.018000000000000002,0.00044410109105609585,0.0001014232635498047,-0.00039078891277313235,0.0001849949359893799
37,0.0185,0.00046706027423739564,0.00010699033737182617,-0.0004104167222976685,0.00019559264183044434
38,0.019,0.0004904867488759892,0.00011268854141235352,-0.000430402159690857,0.00020647644996643069
39,0.0195,0.0005143525047335296,0.00011851787567138672,-0.0004507243633270264,0.00021762251853942873
40,0.02,0.0005386279621436368,0.00012448430061340332,-0.00047135055065155034,0.00022902488708496094
41,0.0205,0.0005632886441613776,0.0001305818557739258,-0.0004922538995742798,0.00024068355560302734
42,0.021,0.0005883024117402728,0.00013680458068847658,-0.0005134016275405884,0.0002525925636291504
43,0.021500000000000002,0.0006136399856086749,0.00014315843582153321,-0.0005347609519958497,0.00026474595069885253
44,0.022,0.0006392757896517609,0.00014963150024414063,-0.0005563050508499146,0.0002771437168121338
45,0.0225,0.0006651859443113824,0.0001562297344207764,-0.0005780041217803956,0.00028978586196899415
46,0.023,0.000691347690130495,0.00016294121742248537,-0.0005998343229293824,0.0003026723861694336
47,0.0235,0.0007177373718867333,0.00016977190971374513,-0.0006217688322067261,0.00031579732894897465
48,0.024,0.0007443324099646032,0.0001767098903656006,-0.0006437838077545167,0.0003291606903076172
49,0.0245,0.0007710973722624389,0.00018376708030700686,-0.0006658583879470825,0.000342714786529541
50,0.025,0.0007980134847734523,0.00019093751907348633,-0.0006879746913909913,0.00035645365715026857
