metric,value
artifact_budget_pass,True
direct_equivalence_claim_count,0
official_case_data_h5_count,0
official_case_file_count,0
official_journal_file_count,0
official_mesh_file_count,0
output_guard_pass,True
pass_count,50
private_absolute_path_count,0
protected_external_edit_count,0
protected_real_geometry_candidate_edit_count,0
proxy_curve_replay_evidence_mode_count,0
real_driver_run_called_count,1
real_lbm_preflow_run_called_count,1
row_count,50
solver_curve_generated_from_reference_count,0
step111_forbidden_file_count,0
step111_total_size_bytes,1324038
step111_total_size_mb,1.2627010345458984
synthetic_candidate_curve_count,0
validation_claim_count,0
