row_name,check,actual,expected,operator,pass
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,rho_min_min,0.9631504416465759,0.9,>,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,rho_max_max,1.037545919418335,1.1,<,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,lbm_max_v_max,0.028745334595441818,0.5,<,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,mpm_min_J_min,0.9998476505279541,0.0,>,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,mpm_max_speed_max,1.5669373273849487,10.0,<,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,projected_mass_final,0.02699997089803219,0.0,>,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,active_cell_count_final,1320,1,>=,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,bb_link_count_max,2272,0,>,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,bb_max_correction_max,0.0068721589632332325,0.0,>=,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,active_reaction_particle_count_final,892,0,>=,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,has_nan,False,False,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,has_inf,False,False,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,stable,True,True,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,diagnostics_csv_exists,True,True,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,diagnostics_npz_exists,True,True,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,driver_config_exists,True,True,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,geo_path_name,geo_all_fluid_32.dat,geo_all_fluid_32.dat,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,runtime_hard_fail,False,False,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,previous_step,Step79,Step79,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,runtime_geometry_enabled,True,True,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,geometry_motion_interface_report_exists,True,True,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,geometry_motion_interface_report_pass,True,True,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,no_op_pass,True,True,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,config_validation_pass,True,True,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,diagnostic_only,True,True,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,mutation_flag_enabled_count,0,0,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,completed_lbm_steps,3,3,==,True
canonical_driver_runtime_geometry_diagnostic_only_32_3step_smoke,max_grid_reaction_norm_max_finite,4.051990254083648e-05,True,is_finite,True
