case,reaction_transfer_mode,step_index,driver_lbm_step,requested_phase,selected_phase,report_pass,finite_pass,cap_pass,applied_cell_count,max_applied_velocity_norm,mean_applied_velocity_norm,after_solid_vel_norm_max,wall_velocity_cap_lbm,lbm_population_update_count,apply_to_lbm_solid_vel,apply_to_lbm_populations,modify_bounceback_formula
experimental_48_moving_boundary,engineering,0,0,0.0,0.0,True,True,True,2136,0.0005006836795005674,0.0003217638579611436,0.005379775716375038,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,1,1,0.025,0.0,True,True,True,2136,0.0005006836795005674,0.0003217638579611436,0.0061398976159672885,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,2,2,0.05,0.0,True,True,True,2136,0.0005006836795005674,0.0003217638579611436,0.0067422024030378115,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,3,3,0.075,0.1,True,True,True,2136,0.005849450792213756,0.0037227525166790847,0.010000000000000002,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,4,4,0.1,0.1,True,True,True,2136,0.005849450792213756,0.003710549728142251,0.010000000000000004,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,5,5,0.125,0.1,True,True,True,2136,0.005849450792213756,0.003711774050579038,0.010000000000000002,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,6,6,0.15,0.1,True,True,True,2136,0.005849450792213756,0.003720373544597309,0.010000000000000002,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,7,7,0.175,0.2,True,True,True,2136,0.007021783310068708,0.004407376739169345,0.010000000000000002,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,8,8,0.2,0.2,True,True,True,2136,0.007021783310068709,0.004439541524279406,0.010000000000000002,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,9,9,0.225,0.2,True,True,True,2136,0.007021783310068709,0.0044697107343786326,0.010000000000000002,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,10,10,0.25,0.2,True,True,True,2136,0.007021783310068709,0.004492300278202922,0.010000000000000002,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,11,11,0.275,0.35,True,True,True,2136,0.00017694043506711124,0.00011371059083312574,0.0073281180849002715,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,12,12,0.3,0.35,True,True,True,2136,0.0001769404350671113,0.00011371059083312573,0.0074517956204529345,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,13,13,0.325,0.35,True,True,True,2136,0.0001769404350671113,0.00011371059083312574,0.007480243396025749,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,14,14,0.35,0.35,True,True,True,2136,0.0001769404350671113,0.00011371059083312574,0.007506759641929621,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,15,15,0.375,0.35,True,True,True,2136,0.0001769404350671113,0.00011371059083312573,0.007487005826147769,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,16,16,0.4,0.35,True,True,True,2136,0.00017694043506711124,0.00011371059083312574,0.0074885485148812455,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,17,17,0.425,0.35,True,True,True,2136,0.00017694043506711132,0.00011371059083312574,0.007470548447908571,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,18,18,0.45,0.5,True,True,True,2136,0.002743496658157396,0.0017631053401076552,0.008718296395479315,0.01,0,True,False,False
experimental_48_moving_boundary,engineering,19,19,0.475,0.5,True,True,True,2136,0.002743496658157396,0.0017631053401076552,0.008641429698399431,0.01,0,True,False,False
