step,time_s,total_displacement_m,x_displacement_m,y_displacement_m,z_displacement_m
0,0.0,0.0,0.0,0.0,0.0
1,0.0005,4.0405311222167703e-07,1.0848045349121095e-07,-3.8921833038330085e-07,0.0
2,0.001,1.1845386582734994e-06,3.123283386230469e-07,-1.1426210403442384e-06,0.0
3,0.0015,2.316908522911353e-06,6.055831909179688e-07,-2.2363662719726564e-06,0.0
4,0.002,3.7762842451893933e-06,9.810924530029297e-07,-3.646612167358399e-06,0.0
5,0.0025,5.5386729617537506e-06,1.4328956604003906e-06,-5.350112915039064e-06,0.0
6,0.003,7.5815384895081e-06,1.9562244415283203e-06,-7.324814796447755e-06,0.0
7,0.0035,9.878579285844265e-06,2.54511833190918e-06,-9.545087814331056e-06,0.0
8,0.004,1.2406949278120504e-05,3.1936168670654296e-06,-1.1988878250122071e-05,0.0
9,0.0045000000000000005,1.5142995684121485e-05,3.899335861206055e-06,-1.4632344245910645e-05,0.0
10,0.005,1.806210816329692e-05,4.653930664062501e-06,-1.7452239990234376e-05,0.0
11,0.0055,2.1143824240953594e-05,5.456209182739257e-06,-2.0427703857421877e-05,0.0
12,0.006,2.436787521868948e-05,6.299018859863281e-06,-2.353966236114502e-05,0.0
13,0.006500000000000001,2.771610885533395e-05,7.181167602539064e-06,-2.6769638061523438e-05,0.0
14,0.007,3.1174323878069095e-05,8.096694946289063e-06,-3.0104517936706546e-05,0.0
15,0.0075,3.4729024655587e-05,9.046792984008789e-06,-3.352999687194824e-05,0.0
16,0.008,3.8372700738648596e-05,1.0029077529907228e-05,-3.703892230987549e-05,0.0
17,0.0085,4.209784079463264e-05,1.104116439819336e-05,-4.062414169311524e-05,0.0
18,0.009000000000000001,4.590299591636283e-05,1.2081861495971679e-05,-4.4284462928771974e-05,0.0
19,0.0095,4.9787658339426434e-05,1.3153553009033204e-05,-4.80186939239502e-05,0.0
20,0.01,5.3755296005565724e-05,1.425623893737793e-05,-5.183041095733642e-05,0.0
21,0.0105,5.7812048298434094e-05,1.5393495559692382e-05,-5.5724978446960454e-05,0.0
22,0.011,6.196597871332626e-05,1.6565322875976563e-05,-5.9710741043090825e-05,0.0
23,0.0115,6.622756847686781e-05,1.77764892578125e-05,-6.379723548889161e-05,0.0
24,0.012,7.060576940857765e-05,1.9028186798095704e-05,-6.799340248107912e-05,0.0
25,0.0125,7.511131956634697e-05,2.0323991775512696e-05,-7.230937480926514e-05,0.0
26,0.013000000000000001,7.975431156222109e-05,2.1665096282958985e-05,-7.675528526306152e-05,0.0
27,0.0135,8.454645545408966e-05,2.3058652877807618e-05,-8.134126663208007e-05,0.0
28,0.014,8.94952271731289e-05,2.4504661560058594e-05,-8.60750675201416e-05,0.0
29,0.0145,9.460874738914137e-05,2.600550651550293e-05,-9.09644365310669e-05,0.0
30,0.015,9.98917839135689e-05,2.7565956115722657e-05,-9.601294994354249e-05,0.0
31,0.0155,0.0001053465652133381,2.918362617492676e-05,-0.00010122358798980713,0.0
32,0.016,0.00011097500355586522,3.086328506469726e-05,-0.0001065969467163086,0.0
33,0.0165,0.00011677393158832562,3.260374069213868e-05,-0.00011213004589080812,0.0
34,0.017,0.00012273879693923355,3.440499305725098e-05,-0.00011781811714172365,0.0
35,0.0175,0.00012886195588978212,3.626823425292969e-05,-0.00012365281581878663,0.0
36,0.018000000000000002,0.00013513419771247318,3.819108009338379e-05,-0.0001296252012252808,0.0
37,0.0185,0.00014154264935556631,4.0172338485717775e-05,-0.00013572216033935547,0.0
38,0.019,0.00014807444978421898,4.2210817337036137e-05,-0.00014193058013916015,0.0
39,0.0195,0.00015471560872854512,4.430532455444336e-05,-0.00014823615550994874,0.0
40,0.02,0.0001614491824928211,4.645228385925293e-05,-0.0001546221971511841,0.0
41,0.0205,0.00016825766469578498,4.8648118972778324e-05,-0.00016107141971588137,0.0
42,0.021,0.00017512447524294992,5.089044570922851e-05,-0.00016756713390350341,0.0
43,0.021500000000000002,0.00018203453885925005,5.3178071975708005e-05,-0.00017409384250640872,0.0
44,0.022,0.00018897131386899437,5.5508613586425786e-05,-0.00018063485622406007,0.0
45,0.0225,0.00019592033903537278,5.788087844848634e-05,-0.00018717527389526366,0.0
46,0.023,0.00020286690048339974,6.0288906097412104e-05,-0.0001937013864517212,0.0
47,0.0235,0.0002097982698458982,6.27315044403076e-05,-0.00020020008087158204,0.0
48,0.024,0.00021670458528747982,6.520748138427736e-05,-0.00020666122436523436,0.0
49,0.0245,0.00022357806923763518,6.771683692932128e-05,-0.0002130764722824097,0.0
50,0.025,0.0002304108103294926,7.025718688964844e-05,-0.0002194380760192871,0.0
