case,transfer_mode,reaction_transfer_mode,mode,geometry_type,n_grid,n_particles,n_lbm_steps,mpm_substeps_per_lbm_step,completed_lbm_steps,total_mpm_substeps,rho_min_global,rho_max_global,rho_span_global,lbm_max_v_global,mpm_min_J_global,mpm_max_speed_global,solid_vx_initial,solid_vx_final,solid_vx_drift,projection_zone_ux_initial,projection_zone_ux_final,bb_link_count_min,bb_link_count_max,active_reaction_particle_count_min,active_reaction_particle_count_max,cell_force_max_norm,hydro_force_max_norm,max_grid_reaction_norm,area_scale_initial,area_scale_final,area_scale_min,area_scale_max,area_scale_mean,raw_area_scale_initial,raw_area_scale_final,raw_area_scale_min,raw_area_scale_max,area_proxy_total_initial,area_proxy_total_final,area_proxy_total_min,area_proxy_total_max,estimated_memory_mb,stable,well_behaved,elapsed_seconds,notes
box_48_link_area_long,link_area_experimental,link_area_experimental,moving_boundary,box,48,13824,50,10,50,500,0.9888914227485657,1.0172944068908691,0.028402984142303467,0.01197801809757948,0.9923650026321411,0.08680832386016846,0.026045124977827072,0.04552247002720833,0.019477345049381256,0.0,0.00045859828242100775,5964,6120,8622,8928,0.0,0.4111819267272949,4.164504844084149e-06,1.0,0.8538822531700134,0.4179039001464844,1.0,0.7463650902112325,1.0,0.8538822531700134,0.4179039001464844,1.0,0.0,4595.0,0.0,4710.59765625,27.158203125,True,True,53.241656800033525,Step 19 48^3 box link-area long-run
