mode,init_time,projection_time,coupling_time,lbm_step_time,mpm_substep_time,diagnostics_time,export_time,total_time
none,34.8570536999614,0.8247374999336898,0.0,3.8093783000367694,2.8499204999534413,1.3899354999302886,1.1999509297311306e-06,43.73437289998401
penalty,51.00104449997889,7.281521099968813,0.5183930000057444,43.366467000043485,58.277922600042075,4.828266000025906,1.400010660290718e-06,165.27687709999736
moving_boundary,59.32610609999392,0.8267775000422262,0.662036300112959,4.862220000068191,4.369796800077893,1.9995437000179663,1.300009898841381e-06,72.04992740001762
