candidate_id,geometry_type,n_grid,engineering_rho_min,link_area_rho_min,rho_min_delta,engineering_rho_max,link_area_rho_max,rho_max_delta,engineering_lbm_max_v,link_area_lbm_max_v,lbm_max_v_delta,engineering_mpm_min_J,link_area_mpm_min_J,mpm_min_J_delta,engineering_projected_mass,link_area_projected_mass,projected_mass_delta,engineering_hydro_force_max_norm,link_area_hydro_force_max_norm,hydro_force_max_norm_delta,link_area_area_scale_final,comparison_pass
real_candidate_smoke_mesh,mesh,64,0.9956843852996826,0.9956842660903931,-1.1920928955078125e-07,1.0041377544403076,1.0041377544403076,0.0,0.005641019903123379,0.005641019903123379,0.0,0.9999977350234985,0.9999977350234985,0.0,0.605825662612915,0.6058269143104553,1.2516975402832031e-06,0.4173511266708374,0.4173510670661926,-5.960464477539063e-08,0.7903904318809509,True
real_candidate_smoke_voxel,voxel,64,0.9925971627235413,0.9925969839096069,-1.7881393432617188e-07,1.008886456489563,1.008886456489563,0.0,0.006151681300252676,0.006151682231575251,9.313225746154785e-10,0.9997254014015198,0.9997256398200989,2.384185791015625e-07,0.09944126754999161,0.09944119304418564,-7.450580596923828e-08,0.41878190636634827,0.41878199577331543,8.940696716308594e-08,0.7920417189598083,True
